kernel,degree,C,gamma,coef0,epsilon,MSE,MAE,R^2-Score,PCC
poly,2,10,0.1,4,0.1,30.033,3.649,-0.594,0.568
poly,2,10,0.1,4,0.5,22.677,3.356,-0.208,0.502
poly,2,10,0.1,4,0.8,16.608,2.911,0.078,0.564
poly,2,10,0.01,1,0.01,9.037,2.289,0.536,0.742
poly,2,10,0.01,1,0.1,8.895,2.289,0.543,0.745
poly,2,10,0.01,1,0.5,9.172,2.407,0.531,0.738
poly,2,10,0.01,1,0.8,8.96,2.396,0.538,0.738
poly,2,10,0.01,2,0.01,9.094,2.297,0.533,0.741
poly,2,10,0.01,2,0.1,8.947,2.295,0.54,0.744
poly,2,10,0.01,2,0.5,9.229,2.412,0.528,0.736
poly,2,10,0.01,2,0.8,9.084,2.407,0.532,0.734
poly,2,10,0.01,3,0.01,9.116,2.302,0.532,0.74
poly,2,10,0.01,3,0.1,8.968,2.298,0.539,0.743
poly,2,10,0.01,3,0.5,9.25,2.414,0.527,0.736
poly,2,10,0.01,3,0.8,9.127,2.41,0.529,0.733
poly,2,10,0.01,4,0.01,9.129,2.304,0.531,0.74
poly,2,10,0.01,4,0.1,8.98,2.299,0.538,0.743
poly,2,10,0.01,4,0.5,9.261,2.415,0.526,0.735
poly,2,10,0.01,4,0.8,9.146,2.411,0.528,0.732
poly,2,10,0.001,1,0.01,9.105,2.379,0.534,0.742
poly,2,10,0.001,1,0.1,9.088,2.363,0.535,0.747
poly,2,10,0.001,1,0.5,9.172,2.401,0.535,0.747
poly,2,10,0.001,1,0.8,9.431,2.46,0.522,0.74
poly,2,10,0.001,2,0.01,9.302,2.398,0.522,0.735
poly,2,10,0.001,2,0.1,9.235,2.375,0.526,0.739
poly,2,10,0.001,2,0.5,9.119,2.397,0.536,0.744
poly,2,10,0.001,2,0.8,9.169,2.434,0.533,0.741
poly,2,10,0.001,3,0.01,9.329,2.404,0.52,0.733
poly,2,10,0.001,3,0.1,9.25,2.377,0.524,0.738
poly,2,10,0.001,3,0.5,9.177,2.417,0.533,0.741
poly,2,10,0.001,3,0.8,8.992,2.399,0.54,0.742
poly,2,10,0.001,4,0.01,9.414,2.417,0.516,0.731
poly,2,10,0.001,4,0.1,9.303,2.378,0.52,0.737
poly,2,10,0.001,4,0.5,9.202,2.42,0.532,0.739
poly,2,10,0.001,4,0.8,8.965,2.398,0.541,0.743
poly,2,15,0.1,1,0.01,43.045,4.031,-1.333,0.548
poly,2,15,0.1,1,0.1,34.107,3.777,-0.817,0.551
poly,2,15,0.1,1,0.5,25.124,3.524,-0.327,0.5
poly,2,15,0.1,1,0.8,17.228,2.91,0.038,0.556
poly,2,15,0.1,2,0.01,43.103,4.035,-1.336,0.548
poly,2,15,0.1,2,0.1,34.175,3.779,-0.821,0.55
poly,2,15,0.1,2,0.5,25.118,3.524,-0.327,0.502
poly,2,15,0.1,2,0.8,16.85,2.911,0.062,0.561
poly,2,15,0.1,3,0.01,43.114,4.036,-1.336,0.548
poly,2,15,0.1,3,0.1,34.211,3.779,-0.823,0.55
poly,2,15,0.1,3,0.5,25.098,3.524,-0.326,0.502
poly,2,15,0.1,3,0.8,16.691,2.911,0.073,0.563
poly,2,15,0.1,4,0.01,43.162,4.037,-1.339,0.548
poly,2,15,0.1,4,0.1,34.172,3.778,-0.82,0.55
poly,2,15,0.1,4,0.5,25.124,3.525,-0.327,0.502
poly,2,15,0.1,4,0.8,16.608,2.911,0.078,0.564
poly,2,15,0.01,1,0.01,9.241,2.308,0.526,0.738
poly,2,15,0.01,1,0.1,9.03,2.299,0.537,0.744
poly,2,15,0.01,1,0.5,9.163,2.41,0.531,0.739
poly,2,15,0.01,1,0.8,9.118,2.402,0.529,0.732
poly,2,15,0.01,2,0.01,9.276,2.312,0.524,0.737
poly,2,15,0.01,2,0.1,9.064,2.301,0.535,0.744
poly,2,15,0.01,2,0.5,9.179,2.41,0.53,0.738
poly,2,15,0.01,2,0.8,9.245,2.417,0.523,0.728
poly,2,15,0.01,3,0.01,9.288,2.313,0.523,0.737
poly,2,15,0.01,3,0.1,9.076,2.302,0.535,0.743
poly,2,15,0.01,3,0.5,9.185,2.41,0.529,0.738
poly,2,15,0.01,3,0.8,9.271,2.419,0.522,0.728
poly,2,15,0.01,4,0.01,9.295,2.314,0.523,0.736
poly,2,15,0.01,4,0.1,9.083,2.303,0.534,0.743
poly,2,15,0.01,4,0.5,9.189,2.411,0.529,0.738
poly,2,15,0.01,4,0.8,9.285,2.421,0.521,0.727
poly,2,15,0.001,1,0.01,9.182,2.39,0.529,0.738
poly,2,15,0.001,1,0.1,9.12,2.361,0.532,0.743
poly,2,15,0.001,1,0.5,9.15,2.394,0.535,0.745
poly,2,15,0.001,1,0.8,9.243,2.435,0.529,0.74
poly,2,15,0.001,2,0.01,9.321,2.403,0.521,0.733
poly,2,15,0.001,2,0.1,9.247,2.376,0.524,0.739
poly,2,15,0.001,2,0.5,9.174,2.416,0.533,0.741
poly,2,15,0.001,2,0.8,8.992,2.4,0.54,0.742
poly,2,15,0.001,3,0.01,9.451,2.422,0.514,0.73
poly,2,15,0.001,3,0.1,9.329,2.382,0.519,0.737
poly,2,15,0.001,3,0.5,9.182,2.415,0.533,0.739
poly,2,15,0.001,3,0.8,8.972,2.398,0.54,0.743
poly,2,15,0.001,4,0.01,9.519,2.428,0.51,0.728
poly,2,15,0.001,4,0.1,9.361,2.386,0.517,0.737
poly,2,15,0.001,4,0.5,9.179,2.415,0.533,0.739
poly,2,15,0.001,4,0.8,8.987,2.399,0.539,0.741
poly,3,1,0.1,1,0.01,39.291,3.747,-1.13,0.467
poly,3,1,0.1,1,0.1,30.072,3.579,-0.597,0.488
poly,3,1,0.1,1,0.5,22.725,3.175,-0.288,0.49
poly,3,1,0.1,1,0.8,11.994,2.605,0.348,0.633
poly,3,1,0.1,2,0.01,51.091,4.136,-1.793,0.438
poly,3,1,0.1,2,0.1,38.377,3.924,-1.04,0.459
poly,3,1,0.1,2,0.5,27.504,3.46,-0.56,0.451
poly,3,1,0.1,2,0.8,12.259,2.635,0.335,0.638
poly,3,1,0.1,3,0.01,58.13,4.363,-2.186,0.42
poly,3,1,0.1,3,0.1,40.804,4.082,-1.163,0.44
poly,3,1,0.1,3,0.5,29.885,3.615,-0.685,0.429
poly,3,1,0.1,3,0.8,12.59,2.673,0.317,0.633
poly,3,1,0.1,4,0.01,62.709,4.516,-2.436,0.407
poly,3,1,0.1,4,0.1,42.728,4.197,-1.263,0.427
poly,3,1,0.1,4,0.5,32.021,3.716,-0.802,0.415
poly,3,1,0.1,4,0.8,12.924,2.701,0.298,0.627
poly,3,1,0.01,1,0.01,8.805,2.32,0.547,0.748
poly,3,1,0.01,1,0.1,8.601,2.294,0.559,0.755
poly,3,1,0.01,1,0.5,9.166,2.41,0.535,0.743
poly,3,1,0.01,1,0.8,9.028,2.417,0.539,0.747
poly,3,1,0.01,2,0.01,8.918,2.298,0.541,0.745
poly,3,1,0.01,2,0.1,8.769,2.283,0.55,0.748
poly,3,1,0.01,2,0.5,9.278,2.414,0.526,0.736
poly,3,1,0.01,2,0.8,8.783,2.384,0.547,0.745
poly,3,1,0.01,3,0.01,9.044,2.294,0.535,0.742
poly,3,1,0.01,3,0.1,8.934,2.292,0.541,0.744
poly,3,1,0.01,3,0.5,9.204,2.408,0.53,0.737
poly,3,1,0.01,3,0.8,9.014,2.401,0.535,0.736
poly,3,1,0.01,4,0.01,9.187,2.306,0.529,0.738
poly,3,1,0.01,4,0.1,9.005,2.296,0.538,0.743
poly,3,1,0.01,4,0.5,9.23,2.419,0.528,0.736
poly,3,1,0.01,4,0.8,9.203,2.413,0.525,0.73
poly,3,1,0.001,1,0.01,11.256,2.608,0.439,0.749
poly,3,1,0.001,1,0.1,11.18,2.608,0.442,0.748
poly,3,1,0.001,1,0.5,11.803,2.679,0.412,0.749
poly,3,1,0.001,1,0.8,12.631,2.803,0.37,0.735
poly,3,1,0.001,2,0.01,9.296,2.397,0.529,0.746
poly,3,1,0.001,2,0.1,9.234,2.387,0.532,0.749
poly,3,1,0.001,2,0.5,9.225,2.411,0.534,0.754
poly,3,1,0.001,2,0.8,9.974,2.516,0.5,0.74
poly,3,1,0.001,3,0.01,9.169,2.39,0.53,0.739
poly,3,1,0.001,3,0.1,9.135,2.365,0.532,0.744
poly,3,1,0.001,3,0.5,9.149,2.393,0.535,0.746
poly,3,1,0.001,3,0.8,9.27,2.438,0.528,0.74
poly,3,1,0.001,4,0.01,9.302,2.401,0.522,0.735
poly,3,1,0.001,4,0.1,9.24,2.374,0.525,0.739
poly,3,1,0.001,4,0.5,9.142,2.409,0.535,0.742
poly,3,1,0.001,4,0.8,9.169,2.427,0.533,0.739
poly,3,5,0.1,1,0.01,65.339,5.045,-2.5,0.309
poly,3,5,0.1,1,0.1,53.004,4.704,-1.84,0.336
poly,3,5,0.1,1,0.5,30.995,3.503,-0.781,0.461
poly,3,5,0.1,1,0.8,11.994,2.605,0.348,0.633
poly,3,5,0.1,2,0.01,75.838,5.405,-3.051,0.28
poly,3,5,0.1,2,0.1,62.929,5.081,-2.365,0.313
poly,3,5,0.1,2,0.5,35.421,3.671,-1.041,0.428
poly,3,5,0.1,2,0.8,12.259,2.635,0.335,0.638
poly,3,5,0.1,3,0.01,81.013,5.599,-3.321,0.267
poly,3,5,0.1,3,0.1,66.636,5.231,-2.563,0.303
poly,3,5,0.1,3,0.5,36.604,3.765,-1.096,0.405
poly,3,5,0.1,3,0.8,12.59,2.673,0.317,0.633
poly,3,5,0.1,4,0.01,84.644,5.734,-3.509,0.26
poly,3,5,0.1,4,0.1,69.255,5.31,-2.704,0.296
poly,3,5,0.1,4,0.5,37.807,3.834,-1.157,0.387
poly,3,5,0.1,4,0.8,12.924,2.701,0.298,0.627
poly,3,5,0.01,1,0.01,9.355,2.324,0.52,0.733
poly,3,5,0.01,1,0.1,9.166,2.314,0.53,0.739
poly,3,5,0.01,1,0.5,9.167,2.409,0.531,0.739
poly,3,5,0.01,1,0.8,8.944,2.391,0.538,0.737
poly,3,5,0.01,2,0.01,9.965,2.435,0.489,0.725
poly,3,5,0.01,2,0.1,9.586,2.383,0.511,0.734
poly,3,5,0.01,2,0.5,9.441,2.436,0.512,0.732
poly,3,5,0.01,2,0.8,9.233,2.393,0.521,0.728
poly,3,5,0.01,3,0.01,10.547,2.516,0.458,0.717
poly,3,5,0.01,3,0.1,9.987,2.454,0.49,0.725
poly,3,5,0.01,3,0.5,10.108,2.508,0.476,0.717
poly,3,5,0.01,3,0.8,9.339,2.401,0.515,0.726
poly,3,5,0.01,4,0.01,11.462,2.606,0.408,0.703
poly,3,5,0.01,4,0.1,10.842,2.552,0.445,0.71
poly,3,5,0.01,4,0.5,10.619,2.557,0.448,0.708
poly,3,5,0.01,4,0.8,9.67,2.419,0.495,0.716
poly,3,5,0.001,1,0.01,9.14,2.377,0.534,0.746
poly,3,5,0.001,1,0.1,9.115,2.364,0.535,0.748
poly,3,5,0.001,1,0.5,9.194,2.407,0.535,0.752
poly,3,5,0.001,1,0.8,9.809,2.494,0.507,0.738
poly,3,5,0.001,2,0.01,9.281,2.398,0.523,0.735
poly,3,5,0.001,2,0.1,9.231,2.373,0.525,0.739
poly,3,5,0.001,2,0.5,9.167,2.412,0.533,0.741
poly,3,5,0.001,2,0.8,8.99,2.4,0.54,0.742
poly,3,5,0.001,3,0.01,9.378,2.409,0.517,0.732
poly,3,5,0.001,3,0.1,9.302,2.375,0.52,0.738
poly,3,5,0.001,3,0.5,9.227,2.413,0.53,0.738
poly,3,5,0.001,3,0.8,8.965,2.395,0.539,0.741
poly,3,5,0.001,4,0.01,9.324,2.405,0.519,0.733
poly,3,5,0.001,4,0.1,9.285,2.371,0.521,0.738
poly,3,5,0.001,4,0.5,9.282,2.413,0.527,0.736
poly,3,5,0.001,4,0.8,9.04,2.399,0.535,0.739
poly,3,10,0.1,1,0.01,93.908,5.521,-4.109,0.218
poly,3,10,0.1,1,0.1,67.348,5.001,-2.65,0.303
poly,3,10,0.1,1,0.5,30.964,3.492,-0.779,0.461
poly,3,10,0.1,1,0.8,11.994,2.605,0.348,0.633
poly,3,10,0.1,2,0.01,101.385,5.889,-4.516,0.211
poly,3,10,0.1,2,0.1,71.819,5.264,-2.862,0.305
poly,3,10,0.1,2,0.5,35.423,3.669,-1.041,0.428
poly,3,10,0.1,2,0.8,12.259,2.635,0.335,0.638
poly,3,10,0.1,3,0.01,103.851,6.049,-4.629,0.212
poly,3,10,0.1,3,0.1,76.608,5.463,-3.104,0.301
poly,3,10,0.1,3,0.5,36.604,3.765,-1.096,0.405
poly,3,10,0.1,3,0.8,12.59,2.673,0.317,0.633
poly,3,10,0.1,4,0.01,105.92,6.174,-4.727,0.213
poly,3,10,0.1,4,0.1,80.388,5.578,-3.298,0.296
poly,3,10,0.1,4,0.5,37.807,3.834,-1.157,0.387
poly,3,10,0.1,4,0.8,12.924,2.701,0.298,0.627
poly,3,10,0.01,1,0.01,10.07,2.443,0.484,0.721
poly,3,10,0.01,1,0.1,9.664,2.39,0.507,0.73
poly,3,10,0.01,1,0.5,9.509,2.447,0.509,0.729
poly,3,10,0.01,1,0.8,9.105,2.379,0.527,0.731
poly,3,10,0.01,2,0.01,11.578,2.622,0.402,0.7
poly,3,10,0.01,2,0.1,10.879,2.552,0.443,0.708
poly,3,10,0.01,2,0.5,10.72,2.567,0.441,0.703
poly,3,10,0.01,2,0.8,9.662,2.416,0.495,0.716
poly,3,10,0.01,3,0.01,13.411,2.791,0.303,0.675
poly,3,10,0.01,3,0.1,12.515,2.723,0.357,0.684
poly,3,10,0.01,3,0.5,11.581,2.646,0.392,0.683
poly,3,10,0.01,3,0.8,10.559,2.494,0.442,0.687
poly,3,10,0.01,4,0.01,14.979,2.906,0.216,0.66
poly,3,10,0.01,4,0.1,13.846,2.824,0.283,0.669
poly,3,10,0.01,4,0.5,12.609,2.728,0.333,0.654
poly,3,10,0.01,4,0.8,11.441,2.583,0.39,0.661
poly,3,10,0.001,1,0.01,9.154,2.384,0.53,0.739
poly,3,10,0.001,1,0.1,9.092,2.355,0.533,0.743
poly,3,10,0.001,1,0.5,9.143,2.395,0.536,0.745
poly,3,10,0.001,1,0.8,9.223,2.435,0.53,0.741
poly,3,10,0.001,2,0.01,9.309,2.401,0.52,0.734
poly,3,10,0.001,2,0.1,9.196,2.362,0.526,0.741
poly,3,10,0.001,2,0.5,9.206,2.411,0.531,0.739
poly,3,10,0.001,2,0.8,8.982,2.401,0.539,0.742
poly,3,10,0.001,3,0.01,9.24,2.393,0.523,0.736
poly,3,10,0.001,3,0.1,9.15,2.356,0.528,0.741
poly,3,10,0.001,3,0.5,9.254,2.406,0.528,0.738
poly,3,10,0.001,3,0.8,9.076,2.401,0.533,0.738
poly,3,10,0.001,4,0.01,9.172,2.383,0.527,0.738
poly,3,10,0.001,4,0.1,9.119,2.352,0.53,0.742
poly,3,10,0.001,4,0.5,9.223,2.398,0.529,0.739
poly,3,10,0.001,4,0.8,9.117,2.404,0.53,0.738
poly,3,15,0.1,1,0.01,91.784,5.641,-3.941,0.236
poly,3,15,0.1,1,0.1,65.87,5.144,-2.539,0.312
poly,3,15,0.1,1,0.5,30.964,3.492,-0.779,0.461
poly,3,15,0.1,1,0.8,11.994,2.605,0.348,0.633
poly,3,15,0.1,2,0.01,99.886,6.019,-4.384,0.235
poly,3,15,0.1,2,0.1,76.676,5.482,-3.121,0.294
poly,3,15,0.1,2,0.5,35.423,3.669,-1.041,0.428
poly,3,15,0.1,2,0.8,12.259,2.635,0.335,0.638
poly,3,15,0.1,3,0.01,104.987,6.248,-4.648,0.234
poly,3,15,0.1,3,0.1,83.053,5.681,-3.464,0.279
poly,3,15,0.1,3,0.5,36.604,3.765,-1.096,0.405
poly,3,15,0.1,3,0.8,12.59,2.673,0.317,0.633
poly,3,15,0.1,4,0.01,109.493,6.404,-4.885,0.231
poly,3,15,0.1,4,0.1,87.557,5.807,-3.707,0.268
poly,3,15,0.1,4,0.5,37.807,3.834,-1.157,0.387
poly,3,15,0.1,4,0.8,12.924,2.701,0.298,0.627
poly,3,15,0.01,1,0.01,10.802,2.544,0.445,0.709
poly,3,15,0.01,1,0.1,10.182,2.465,0.48,0.719
poly,3,15,0.01,1,0.5,10.395,2.534,0.459,0.706
poly,3,15,0.01,1,0.8,9.261,2.387,0.518,0.728
poly,3,15,0.01,2,0.01,13.504,2.799,0.298,0.672
poly,3,15,0.01,2,0.1,12.547,2.729,0.357,0.682
poly,3,15,0.01,2,0.5,11.612,2.649,0.39,0.681
poly,3,15,0.01,2,0.8,10.576,2.494,0.441,0.686
poly,3,15,0.01,3,0.01,15.959,2.962,0.162,0.651
poly,3,15,0.01,3,0.1,14.564,2.868,0.245,0.661
poly,3,15,0.01,3,0.5,13.104,2.76,0.305,0.638
poly,3,15,0.01,3,0.8,12.001,2.628,0.357,0.646
poly,3,15,0.01,4,0.01,18.027,3.076,0.043,0.637
poly,3,15,0.01,4,0.1,16.217,2.962,0.151,0.647
poly,3,15,0.01,4,0.5,14.124,2.836,0.247,0.609
poly,3,15,0.01,4,0.8,13.457,2.715,0.268,0.612
poly,3,15,0.001,1,0.01,9.188,2.383,0.528,0.738
poly,3,15,0.001,1,0.1,9.141,2.361,0.53,0.741
poly,3,15,0.001,1,0.5,9.183,2.408,0.533,0.742
poly,3,15,0.001,1,0.8,9.156,2.426,0.533,0.741
poly,3,15,0.001,2,0.01,9.213,2.392,0.525,0.736
poly,3,15,0.001,2,0.1,9.133,2.354,0.529,0.742
poly,3,15,0.001,2,0.5,9.204,2.402,0.531,0.739
poly,3,15,0.001,2,0.8,9.047,2.403,0.535,0.74
poly,3,15,0.001,3,0.01,9.123,2.377,0.529,0.739
poly,3,15,0.001,3,0.1,9.05,2.344,0.533,0.743
poly,3,15,0.001,3,0.5,9.208,2.396,0.53,0.74
poly,3,15,0.001,3,0.8,9.114,2.403,0.53,0.739
poly,3,15,0.001,4,0.01,9.038,2.368,0.534,0.741
poly,3,15,0.001,4,0.1,8.952,2.336,0.539,0.746
poly,3,15,0.001,4,0.5,9.222,2.4,0.529,0.74
poly,3,15,0.001,4,0.8,9.112,2.404,0.53,0.739
