kernel,degree,C,gamma,coef0,epsilon,MSE,MAE,R^2-Score,PCC
poly,2,10,0.1,1,0.01,12.154,2.632,0.352,0.653
poly,2,10,0.1,1,0.1,11.192,2.573,0.405,0.676
poly,2,10,0.1,1,0.5,11.909,2.547,0.377,0.699
poly,2,10,0.1,1,0.8,15.309,2.739,0.184,0.6
poly,2,10,0.1,2,0.01,12.163,2.631,0.352,0.654
poly,2,10,0.1,2,0.1,11.195,2.573,0.405,0.674
poly,2,10,0.1,2,0.5,11.955,2.549,0.375,0.698
poly,2,10,0.1,2,0.8,15.283,2.739,0.186,0.603
poly,2,10,0.1,3,0.01,12.159,2.63,0.352,0.654
poly,2,10,0.1,3,0.1,11.19,2.573,0.405,0.674
poly,2,10,0.1,3,0.5,11.98,2.55,0.373,0.698
poly,2,10,0.1,3,0.8,15.262,2.738,0.187,0.603
poly,2,10,0.1,4,0.01,12.164,2.63,0.352,0.654
poly,2,10,0.1,4,0.1,11.18,2.573,0.405,0.674
poly,2,10,0.1,4,0.5,11.987,2.551,0.373,0.698
poly,2,10,0.1,4,0.8,15.269,2.739,0.187,0.604
poly,2,10,0.01,1,0.01,8.493,2.293,0.56,0.759
poly,2,10,0.01,1,0.1,8.449,2.288,0.562,0.759
poly,2,10,0.01,1,0.5,8.531,2.324,0.563,0.762
poly,2,10,0.01,1,0.8,8.755,2.348,0.551,0.749
poly,2,10,0.01,2,0.01,8.572,2.303,0.556,0.756
poly,2,10,0.01,2,0.1,8.503,2.296,0.559,0.757
poly,2,10,0.01,2,0.5,8.533,2.323,0.563,0.761
poly,2,10,0.01,2,0.8,8.837,2.35,0.547,0.746
poly,2,10,0.01,3,0.01,8.591,2.307,0.555,0.756
poly,2,10,0.01,3,0.1,8.523,2.299,0.558,0.757
poly,2,10,0.01,3,0.5,8.546,2.324,0.562,0.76
poly,2,10,0.01,3,0.8,8.878,2.353,0.545,0.745
poly,2,10,0.01,4,0.01,8.6,2.309,0.555,0.756
poly,2,10,0.01,4,0.1,8.54,2.3,0.557,0.756
poly,2,10,0.01,4,0.5,8.55,2.324,0.562,0.76
poly,2,10,0.01,4,0.8,8.903,2.355,0.543,0.744
poly,2,10,0.001,1,0.01,9.041,2.382,0.537,0.745
poly,2,10,0.001,1,0.1,9.07,2.392,0.537,0.746
poly,2,10,0.001,1,0.5,9.138,2.388,0.538,0.753
poly,2,10,0.001,1,0.8,9.408,2.437,0.524,0.742
poly,2,10,0.001,2,0.01,9.278,2.417,0.521,0.736
poly,2,10,0.001,2,0.1,9.179,2.411,0.529,0.741
poly,2,10,0.001,2,0.5,9.068,2.375,0.541,0.75
poly,2,10,0.001,2,0.8,9.051,2.366,0.541,0.746
poly,2,10,0.001,3,0.01,9.398,2.431,0.515,0.732
poly,2,10,0.001,3,0.1,9.225,2.413,0.525,0.738
poly,2,10,0.001,3,0.5,9.045,2.376,0.542,0.748
poly,2,10,0.001,3,0.8,8.898,2.336,0.547,0.749
poly,2,10,0.001,4,0.01,9.543,2.449,0.506,0.728
poly,2,10,0.001,4,0.1,9.28,2.416,0.521,0.735
poly,2,10,0.001,4,0.5,9.036,2.367,0.542,0.747
poly,2,10,0.001,4,0.8,8.906,2.331,0.545,0.747
poly,2,15,0.1,1,0.01,11.853,2.617,0.368,0.658
poly,2,15,0.1,1,0.1,11.058,2.563,0.414,0.681
poly,2,15,0.1,1,0.5,12.785,2.584,0.326,0.684
poly,2,15,0.1,1,0.8,16.762,2.838,0.098,0.57
poly,2,15,0.1,2,0.01,11.867,2.619,0.367,0.658
poly,2,15,0.1,2,0.1,11.095,2.564,0.412,0.679
poly,2,15,0.1,2,0.5,12.798,2.585,0.326,0.684
poly,2,15,0.1,2,0.8,16.697,2.835,0.102,0.571
poly,2,15,0.1,3,0.01,11.876,2.619,0.367,0.658
poly,2,15,0.1,3,0.1,11.091,2.564,0.412,0.679
poly,2,15,0.1,3,0.5,12.799,2.586,0.326,0.684
poly,2,15,0.1,3,0.8,16.676,2.834,0.103,0.572
poly,2,15,0.1,4,0.01,11.838,2.618,0.369,0.659
poly,2,15,0.1,4,0.1,11.049,2.562,0.414,0.68
poly,2,15,0.1,4,0.5,12.808,2.585,0.325,0.684
poly,2,15,0.1,4,0.8,16.675,2.834,0.103,0.572
poly,2,15,0.01,1,0.01,8.411,2.261,0.564,0.761
poly,2,15,0.01,1,0.1,8.42,2.281,0.564,0.759
poly,2,15,0.01,1,0.5,8.517,2.318,0.564,0.76
poly,2,15,0.01,1,0.8,8.78,2.347,0.55,0.747
poly,2,15,0.01,2,0.01,8.447,2.262,0.562,0.76
poly,2,15,0.01,2,0.1,8.418,2.281,0.564,0.759
poly,2,15,0.01,2,0.5,8.515,2.317,0.564,0.76
poly,2,15,0.01,2,0.8,8.928,2.351,0.542,0.743
poly,2,15,0.01,3,0.01,8.457,2.262,0.562,0.759
poly,2,15,0.01,3,0.1,8.414,2.281,0.564,0.759
poly,2,15,0.01,3,0.5,8.515,2.317,0.564,0.76
poly,2,15,0.01,3,0.8,8.955,2.351,0.54,0.742
poly,2,15,0.01,4,0.01,8.464,2.262,0.562,0.759
poly,2,15,0.01,4,0.1,8.412,2.281,0.564,0.759
poly,2,15,0.01,4,0.5,8.514,2.317,0.564,0.76
poly,2,15,0.01,4,0.8,8.96,2.351,0.54,0.742
poly,2,15,0.001,1,0.01,9.128,2.4,0.53,0.74
poly,2,15,0.001,1,0.1,9.119,2.406,0.532,0.743
poly,2,15,0.001,1,0.5,9.133,2.383,0.537,0.751
poly,2,15,0.001,1,0.8,9.169,2.398,0.536,0.745
poly,2,15,0.001,2,0.01,9.387,2.43,0.515,0.732
poly,2,15,0.001,2,0.1,9.219,2.412,0.525,0.738
poly,2,15,0.001,2,0.5,9.047,2.378,0.542,0.749
poly,2,15,0.001,2,0.8,8.895,2.335,0.547,0.749
poly,2,15,0.001,3,0.01,9.565,2.451,0.505,0.728
poly,2,15,0.001,3,0.1,9.272,2.414,0.522,0.735
poly,2,15,0.001,3,0.5,9.041,2.368,0.541,0.747
poly,2,15,0.001,3,0.8,8.909,2.334,0.545,0.747
poly,2,15,0.001,4,0.01,9.599,2.458,0.503,0.727
poly,2,15,0.001,4,0.1,9.269,2.415,0.522,0.734
poly,2,15,0.001,4,0.5,9.012,2.362,0.543,0.748
poly,2,15,0.001,4,0.8,8.926,2.336,0.544,0.746
poly,3,1,0.1,1,0.01,22.909,2.879,-0.31,0.487
poly,3,1,0.1,1,0.1,15.845,2.699,0.129,0.555
poly,3,1,0.1,1,0.5,11.678,2.541,0.38,0.637
poly,3,1,0.1,1,0.8,11.963,2.575,0.365,0.629
poly,3,1,0.1,2,0.01,26.313,2.948,-0.516,0.475
poly,3,1,0.1,2,0.1,17.703,2.772,0.021,0.532
poly,3,1,0.1,2,0.5,15.178,2.682,0.169,0.563
poly,3,1,0.1,2,0.8,16.494,2.793,0.09,0.549
poly,3,1,0.1,3,0.01,27.854,2.983,-0.609,0.471
poly,3,1,0.1,3,0.1,19.363,2.81,-0.082,0.522
poly,3,1,0.1,3,0.5,18.413,2.8,-0.028,0.526
poly,3,1,0.1,3,0.8,18.698,2.898,-0.037,0.526
poly,3,1,0.1,4,0.01,27.98,2.998,-0.615,0.471
poly,3,1,0.1,4,0.1,18.877,2.806,-0.05,0.527
poly,3,1,0.1,4,0.5,20.982,2.882,-0.183,0.502
poly,3,1,0.1,4,0.8,20.828,2.989,-0.161,0.505
poly,3,1,0.01,1,0.01,8.746,2.357,0.549,0.753
poly,3,1,0.01,1,0.1,8.709,2.348,0.551,0.754
poly,3,1,0.01,1,0.5,8.972,2.379,0.544,0.757
poly,3,1,0.01,1,0.8,8.999,2.384,0.544,0.752
poly,3,1,0.01,2,0.01,8.732,2.33,0.548,0.752
poly,3,1,0.01,2,0.1,8.562,2.317,0.557,0.757
poly,3,1,0.01,2,0.5,8.744,2.347,0.554,0.76
poly,3,1,0.01,2,0.8,8.774,2.337,0.551,0.749
poly,3,1,0.01,3,0.01,8.552,2.303,0.557,0.757
poly,3,1,0.01,3,0.1,8.52,2.297,0.558,0.757
poly,3,1,0.01,3,0.5,8.588,2.33,0.561,0.761
poly,3,1,0.01,3,0.8,8.777,2.344,0.55,0.748
poly,3,1,0.01,4,0.01,8.486,2.28,0.561,0.759
poly,3,1,0.01,4,0.1,8.474,2.289,0.561,0.757
poly,3,1,0.01,4,0.5,8.542,2.32,0.562,0.759
poly,3,1,0.01,4,0.8,8.859,2.35,0.546,0.745
poly,3,1,0.001,1,0.01,11.307,2.62,0.436,0.746
poly,3,1,0.001,1,0.1,11.157,2.613,0.444,0.748
poly,3,1,0.001,1,0.5,11.783,2.664,0.414,0.752
poly,3,1,0.001,1,0.8,12.721,2.806,0.366,0.739
poly,3,1,0.001,2,0.01,9.134,2.393,0.536,0.749
poly,3,1,0.001,2,0.1,9.226,2.412,0.531,0.749
poly,3,1,0.001,2,0.5,9.349,2.413,0.529,0.754
poly,3,1,0.001,2,0.8,9.947,2.496,0.502,0.741
poly,3,1,0.001,3,0.01,9.085,2.394,0.533,0.742
poly,3,1,0.001,3,0.1,9.117,2.404,0.533,0.743
poly,3,1,0.001,3,0.5,9.135,2.385,0.538,0.751
poly,3,1,0.001,3,0.8,9.172,2.399,0.535,0.746
poly,3,1,0.001,4,0.01,9.333,2.423,0.518,0.734
poly,3,1,0.001,4,0.1,9.205,2.411,0.527,0.739
poly,3,1,0.001,4,0.5,9.055,2.375,0.541,0.749
poly,3,1,0.001,4,0.8,8.951,2.346,0.545,0.748
poly,3,5,0.1,1,0.01,32.075,3.647,-0.716,0.467
poly,3,5,0.1,1,0.1,38.86,3.682,-1.162,0.503
poly,3,5,0.1,1,0.5,22.343,3.141,-0.231,0.456
poly,3,5,0.1,1,0.8,26.374,3.15,-0.512,0.469
poly,3,5,0.1,2,0.01,32.972,3.684,-0.746,0.461
poly,3,5,0.1,2,0.1,40.724,3.751,-1.263,0.499
poly,3,5,0.1,2,0.5,23.35,3.237,-0.274,0.444
poly,3,5,0.1,2,0.8,30.045,3.292,-0.732,0.45
poly,3,5,0.1,3,0.01,34.242,3.706,-0.811,0.457
poly,3,5,0.1,3,0.1,40.333,3.76,-1.235,0.499
poly,3,5,0.1,3,0.5,23.496,3.272,-0.277,0.445
poly,3,5,0.1,3,0.8,32.061,3.355,-0.855,0.438
poly,3,5,0.1,4,0.01,34.769,3.708,-0.837,0.457
poly,3,5,0.1,4,0.1,40.736,3.776,-1.258,0.499
poly,3,5,0.1,4,0.5,24.225,3.308,-0.321,0.437
poly,3,5,0.1,4,0.8,33.598,3.392,-0.949,0.429
poly,3,5,0.01,1,0.01,8.298,2.25,0.57,0.763
poly,3,5,0.01,1,0.1,8.419,2.28,0.564,0.758
poly,3,5,0.01,1,0.5,8.651,2.329,0.556,0.756
poly,3,5,0.01,1,0.8,8.656,2.332,0.556,0.751
poly,3,5,0.01,2,0.01,8.586,2.286,0.553,0.751
poly,3,5,0.01,2,0.1,8.384,2.29,0.564,0.758
poly,3,5,0.01,2,0.5,8.601,2.318,0.555,0.753
poly,3,5,0.01,2,0.8,9.087,2.357,0.532,0.739
poly,3,5,0.01,3,0.01,8.869,2.312,0.536,0.74
poly,3,5,0.01,3,0.1,8.622,2.302,0.551,0.75
poly,3,5,0.01,3,0.5,8.778,2.323,0.541,0.742
poly,3,5,0.01,3,0.8,9.191,2.361,0.525,0.737
poly,3,5,0.01,4,0.01,9.117,2.341,0.524,0.733
poly,3,5,0.01,4,0.1,8.845,2.323,0.539,0.744
poly,3,5,0.01,4,0.5,9.023,2.337,0.526,0.732
poly,3,5,0.01,4,0.8,9.175,2.363,0.526,0.738
poly,3,5,0.001,1,0.01,9.023,2.378,0.539,0.748
poly,3,5,0.001,1,0.1,9.122,2.394,0.535,0.747
poly,3,5,0.001,1,0.5,9.181,2.396,0.537,0.753
poly,3,5,0.001,1,0.8,9.777,2.482,0.509,0.74
poly,3,5,0.001,2,0.01,9.363,2.427,0.516,0.733
poly,3,5,0.001,2,0.1,9.189,2.409,0.527,0.739
poly,3,5,0.001,2,0.5,9.021,2.375,0.543,0.75
poly,3,5,0.001,2,0.8,8.899,2.336,0.547,0.749
poly,3,5,0.001,3,0.01,9.536,2.453,0.506,0.73
poly,3,5,0.001,3,0.1,9.221,2.409,0.524,0.736
poly,3,5,0.001,3,0.5,8.99,2.361,0.544,0.749
poly,3,5,0.001,3,0.8,8.945,2.341,0.543,0.746
poly,3,5,0.001,4,0.01,9.506,2.45,0.507,0.73
poly,3,5,0.001,4,0.1,9.212,2.409,0.524,0.737
poly,3,5,0.001,4,0.5,8.97,2.36,0.544,0.749
poly,3,5,0.001,4,0.8,8.967,2.336,0.541,0.744
poly,3,10,0.1,1,0.01,92.619,4.577,-4.366,0.435
poly,3,10,0.1,1,0.1,113.257,4.475,-5.731,0.466
poly,3,10,0.1,1,0.5,23.512,3.393,-0.245,0.452
poly,3,10,0.1,1,0.8,28.316,3.206,-0.632,0.464
poly,3,10,0.1,2,0.01,103.025,4.678,-5.002,0.432
poly,3,10,0.1,2,0.1,121.034,4.534,-6.208,0.462
poly,3,10,0.1,2,0.5,26.935,3.538,-0.443,0.417
poly,3,10,0.1,2,0.8,30.086,3.302,-0.735,0.449
poly,3,10,0.1,3,0.01,108.516,4.718,-5.34,0.433
poly,3,10,0.1,3,0.1,128.294,4.574,-6.662,0.46
poly,3,10,0.1,3,0.5,29.316,3.628,-0.583,0.398
poly,3,10,0.1,3,0.8,32.061,3.36,-0.855,0.437
poly,3,10,0.1,4,0.01,112.191,4.744,-5.568,0.434
poly,3,10,0.1,4,0.1,132.919,4.595,-6.953,0.459
poly,3,10,0.1,4,0.5,30.374,3.666,-0.646,0.393
poly,3,10,0.1,4,0.8,33.597,3.395,-0.949,0.428
poly,3,10,0.01,1,0.01,8.634,2.298,0.549,0.749
poly,3,10,0.01,1,0.1,8.392,2.294,0.563,0.757
poly,3,10,0.01,1,0.5,8.663,2.326,0.551,0.751
poly,3,10,0.01,1,0.8,8.982,2.344,0.537,0.741
poly,3,10,0.01,2,0.01,9.163,2.349,0.521,0.732
poly,3,10,0.01,2,0.1,8.835,2.326,0.54,0.744
poly,3,10,0.01,2,0.5,9.115,2.339,0.52,0.727
poly,3,10,0.01,2,0.8,9.144,2.363,0.528,0.739
poly,3,10,0.01,3,0.01,9.41,2.372,0.508,0.725
poly,3,10,0.01,3,0.1,9.048,2.356,0.53,0.74
poly,3,10,0.01,3,0.5,9.455,2.369,0.501,0.718
poly,3,10,0.01,3,0.8,9.368,2.393,0.517,0.736
poly,3,10,0.01,4,0.01,9.582,2.4,0.501,0.722
poly,3,10,0.01,4,0.1,9.169,2.373,0.525,0.737
poly,3,10,0.01,4,0.5,9.857,2.399,0.478,0.706
poly,3,10,0.01,4,0.8,9.658,2.419,0.502,0.732
poly,3,10,0.001,1,0.01,9.1,2.399,0.532,0.741
poly,3,10,0.001,1,0.1,9.088,2.401,0.534,0.744
poly,3,10,0.001,1,0.5,9.099,2.378,0.539,0.752
poly,3,10,0.001,1,0.8,9.142,2.396,0.537,0.746
poly,3,10,0.001,2,0.01,9.498,2.447,0.508,0.73
poly,3,10,0.001,2,0.1,9.192,2.408,0.526,0.737
poly,3,10,0.001,2,0.5,8.971,2.362,0.545,0.75
poly,3,10,0.001,2,0.8,8.936,2.34,0.543,0.746
poly,3,10,0.001,3,0.01,9.426,2.438,0.511,0.731
poly,3,10,0.001,3,0.1,9.201,2.407,0.525,0.737
poly,3,10,0.001,3,0.5,8.958,2.365,0.545,0.75
poly,3,10,0.001,3,0.8,8.954,2.336,0.542,0.745
poly,3,10,0.001,4,0.01,9.42,2.434,0.511,0.731
poly,3,10,0.001,4,0.1,9.171,2.404,0.526,0.738
poly,3,10,0.001,4,0.5,8.963,2.365,0.544,0.75
poly,3,10,0.001,4,0.8,8.904,2.317,0.544,0.745
poly,3,15,0.1,1,0.01,197.767,5.26,-10.827,0.411
poly,3,15,0.1,1,0.1,212.414,5.04,-11.88,0.444
poly,3,15,0.1,1,0.5,27.877,3.605,-0.498,0.441
poly,3,15,0.1,1,0.8,28.316,3.206,-0.632,0.464
poly,3,15,0.1,2,0.01,230.283,5.406,-12.869,0.409
poly,3,15,0.1,2,0.1,246.353,5.197,-14.014,0.446
poly,3,15,0.1,2,0.5,33.419,3.83,-0.824,0.401
poly,3,15,0.1,2,0.8,30.086,3.302,-0.735,0.449
poly,3,15,0.1,3,0.01,242.43,5.465,-13.632,0.409
poly,3,15,0.1,3,0.1,257.661,5.266,-14.721,0.446
poly,3,15,0.1,3,0.5,36.401,3.933,-0.999,0.386
poly,3,15,0.1,3,0.8,32.061,3.36,-0.855,0.437
poly,3,15,0.1,4,0.01,248.502,5.498,-14.014,0.41
poly,3,15,0.1,4,0.1,261.969,5.297,-14.992,0.446
poly,3,15,0.1,4,0.5,38.258,3.999,-1.107,0.378
poly,3,15,0.1,4,0.8,33.597,3.395,-0.949,0.428
poly,3,15,0.01,1,0.01,8.833,2.314,0.537,0.74
poly,3,15,0.01,1,0.1,8.68,2.314,0.547,0.747
poly,3,15,0.01,1,0.5,8.99,2.336,0.528,0.732
poly,3,15,0.01,1,0.8,9.061,2.354,0.533,0.74
poly,3,15,0.01,2,0.01,9.502,2.381,0.504,0.722
poly,3,15,0.01,2,0.1,9.071,2.361,0.528,0.738
poly,3,15,0.01,2,0.5,9.501,2.368,0.499,0.715
poly,3,15,0.01,2,0.8,9.363,2.396,0.517,0.736
poly,3,15,0.01,3,0.01,9.727,2.422,0.493,0.716
poly,3,15,0.01,3,0.1,9.185,2.376,0.524,0.735
poly,3,15,0.01,3,0.5,10.017,2.411,0.469,0.701
poly,3,15,0.01,3,0.8,9.753,2.426,0.497,0.729
poly,3,15,0.01,4,0.01,9.806,2.449,0.489,0.714
poly,3,15,0.01,4,0.1,9.38,2.411,0.514,0.73
poly,3,15,0.01,4,0.5,10.221,2.433,0.457,0.698
poly,3,15,0.01,4,0.8,9.985,2.438,0.484,0.726
poly,3,15,0.001,1,0.01,9.242,2.413,0.523,0.736
poly,3,15,0.001,1,0.1,9.101,2.403,0.532,0.742
poly,3,15,0.001,1,0.5,9.01,2.372,0.543,0.751
poly,3,15,0.001,1,0.8,9.006,2.355,0.542,0.747
poly,3,15,0.001,2,0.01,9.438,2.441,0.511,0.732
poly,3,15,0.001,2,0.1,9.173,2.404,0.526,0.738
poly,3,15,0.001,2,0.5,8.952,2.364,0.545,0.751
poly,3,15,0.001,2,0.8,8.932,2.336,0.543,0.746
poly,3,15,0.001,3,0.01,9.381,2.428,0.513,0.732
poly,3,15,0.001,3,0.1,9.139,2.401,0.528,0.739
poly,3,15,0.001,3,0.5,8.957,2.365,0.544,0.75
poly,3,15,0.001,3,0.8,8.918,2.321,0.543,0.745
poly,3,15,0.001,4,0.01,9.306,2.415,0.516,0.734
poly,3,15,0.001,4,0.1,9.078,2.394,0.53,0.741
poly,3,15,0.001,4,0.5,8.928,2.363,0.546,0.751
poly,3,15,0.001,4,0.8,8.942,2.324,0.542,0.744
