FPR	TPR0 AUC = 0.83	TPR1 AUC = 0.9135	TPR2 AUC = 0.9024	TPR3 AUC = 0.9767	TPR4 AUC = 0.875	Mean TPR AUC = 0.898 (+/- 0.0482)
0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.010101010101010102	0.0	0.5714285714285714	0.3333333333333333	0.0	0.3333333333333333	0.24761904761904757
0.020202020202020204	0.0	0.5714285714285714	0.3333333333333333	0.0	0.3333333333333333	0.24761904761904757
0.030303030303030304	0.0	0.5714285714285714	0.3333333333333333	1.0	0.6666666666666666	0.5142857142857142
0.04040404040404041	0.0	0.5714285714285714	0.3333333333333333	1.0	0.6666666666666666	0.5142857142857142
0.05050505050505051	0.0	0.5714285714285714	0.6666666666666666	1.0	0.6666666666666666	0.5809523809523809
0.06060606060606061	0.0	0.5714285714285714	0.6666666666666666	1.0	0.6666666666666666	0.5809523809523809
0.07070707070707072	0.0	0.5714285714285714	0.6666666666666666	1.0	0.6666666666666666	0.5809523809523809
0.08080808080808081	0.2	0.7142857142857143	0.6666666666666666	1.0	0.6666666666666666	0.6495238095238095
0.09090909090909091	0.2	0.7142857142857143	0.6666666666666666	1.0	0.6666666666666666	0.6495238095238095
0.10101010101010102	0.40808080808080816	0.7142857142857143	0.6666666666666666	1.0	0.6666666666666666	0.691139971139971
0.11111111111111112	0.48888888888888893	0.7142857142857143	0.6666666666666666	1.0	0.6666666666666666	0.7073015873015873
0.12121212121212122	0.5696969696969697	0.7142857142857143	0.6666666666666666	1.0	0.6666666666666666	0.7234632034632035
0.13131313131313133	0.6	0.7142857142857143	0.6666666666666666	1.0	0.6666666666666666	0.7295238095238095
0.14141414141414144	0.6	0.7142857142857143	0.6666666666666666	1.0	0.6666666666666666	0.7295238095238095
0.15151515151515152	0.6	0.7142857142857143	0.6666666666666666	1.0	0.6666666666666666	0.7295238095238095
0.16161616161616163	0.6	0.7142857142857143	0.6666666666666666	1.0	0.6666666666666666	0.7295238095238095
0.17171717171717174	0.6	0.7142857142857143	0.6666666666666666	1.0	0.6666666666666666	0.7295238095238095
0.18181818181818182	0.6545454545454547	0.7142857142857143	0.6666666666666666	1.0	0.6666666666666666	0.7404329004329004
0.19191919191919193	0.7353535353535354	0.7142857142857143	0.6666666666666666	1.0	0.6666666666666666	0.7565945165945165
0.20202020202020204	0.8	0.7142857142857143	0.6666666666666666	1.0	0.6666666666666666	0.7695238095238095
0.21212121212121213	0.8	0.7142857142857143	0.6666666666666666	1.0	0.8333333333333334	0.8028571428571428
0.22222222222222224	0.8	0.7142857142857143	0.6666666666666666	1.0	0.8333333333333334	0.8028571428571428
0.23232323232323235	0.8	0.7142857142857143	0.6666666666666666	1.0	0.8333333333333334	0.8028571428571428
0.24242424242424243	0.8	0.7142857142857143	0.6666666666666666	1.0	0.8333333333333334	0.8028571428571428
0.25252525252525254	0.8	0.7142857142857143	1.0	1.0	0.8333333333333334	0.8695238095238095
0.26262626262626265	0.8	0.7142857142857143	1.0	1.0	0.8333333333333334	0.8695238095238095
0.27272727272727276	0.8	1.0	1.0	1.0	0.8333333333333334	0.9266666666666665
0.2828282828282829	0.8	1.0	1.0	1.0	0.8333333333333334	0.9266666666666665
0.29292929292929293	0.8	1.0	1.0	1.0	0.8333333333333334	0.9266666666666665
0.30303030303030304	0.8	1.0	1.0	1.0	0.8333333333333334	0.9266666666666665
0.31313131313131315	0.8	1.0	1.0	1.0	0.8333333333333334	0.9266666666666665
0.32323232323232326	0.8	1.0	1.0	1.0	0.8333333333333334	0.9266666666666665
0.33333333333333337	0.8	1.0	1.0	1.0	0.8333333333333334	0.9266666666666665
0.3434343434343435	0.8	1.0	1.0	1.0	0.8333333333333334	0.9266666666666665
0.3535353535353536	0.8141414141414145	1.0	1.0	1.0	0.8333333333333334	0.9294949494949496
0.36363636363636365	0.8545454545454546	1.0	1.0	1.0	0.8333333333333334	0.9375757575757575
0.37373737373737376	0.894949494949495	1.0	1.0	1.0	0.8333333333333334	0.9456565656565656
0.38383838383838387	0.9353535353535355	1.0	1.0	1.0	0.8333333333333334	0.9537373737373738
0.393939393939394	0.9757575757575758	1.0	1.0	1.0	0.8333333333333334	0.9618181818181817
0.4040404040404041	1.0	1.0	1.0	1.0	0.8333333333333334	0.9666666666666666
0.4141414141414142	1.0	1.0	1.0	1.0	0.8333333333333334	0.9666666666666666
0.42424242424242425	1.0	1.0	1.0	1.0	0.8333333333333334	0.9666666666666666
0.43434343434343436	1.0	1.0	1.0	1.0	0.8333333333333334	0.9666666666666666
0.4444444444444445	1.0	1.0	1.0	1.0	0.8333333333333334	0.9666666666666666
0.4545454545454546	1.0	1.0	1.0	1.0	0.8484848484848486	0.9696969696969697
0.4646464646464647	1.0	1.0	1.0	1.0	0.8698092031425366	0.9739618406285073
0.4747474747474748	1.0	1.0	1.0	1.0	0.8911335578002246	0.9782267115600449
0.48484848484848486	1.0	1.0	1.0	1.0	0.9124579124579125	0.9824915824915825
0.494949494949495	1.0	1.0	1.0	1.0	0.9337822671156005	0.9867564534231201
0.5050505050505051	1.0	1.0	1.0	1.0	0.9551066217732885	0.9910213243546577
0.5151515151515152	1.0	1.0	1.0	1.0	0.9764309764309766	0.9952861952861953
0.5252525252525253	1.0	1.0	1.0	1.0	0.9977553310886647	0.9995510662177329
0.5353535353535354	1.0	1.0	1.0	1.0	1.0	1.0
0.5454545454545455	1.0	1.0	1.0	1.0	1.0	1.0
0.5555555555555556	1.0	1.0	1.0	1.0	1.0	1.0
0.5656565656565657	1.0	1.0	1.0	1.0	1.0	1.0
0.5757575757575758	1.0	1.0	1.0	1.0	1.0	1.0
0.5858585858585859	1.0	1.0	1.0	1.0	1.0	1.0
0.595959595959596	1.0	1.0	1.0	1.0	1.0	1.0
0.6060606060606061	1.0	1.0	1.0	1.0	1.0	1.0
0.6161616161616162	1.0	1.0	1.0	1.0	1.0	1.0
0.6262626262626263	1.0	1.0	1.0	1.0	1.0	1.0
0.6363636363636365	1.0	1.0	1.0	1.0	1.0	1.0
0.6464646464646465	1.0	1.0	1.0	1.0	1.0	1.0
0.6565656565656566	1.0	1.0	1.0	1.0	1.0	1.0
0.6666666666666667	1.0	1.0	1.0	1.0	1.0	1.0
0.6767676767676768	1.0	1.0	1.0	1.0	1.0	1.0
0.686868686868687	1.0	1.0	1.0	1.0	1.0	1.0
0.696969696969697	1.0	1.0	1.0	1.0	1.0	1.0
0.7070707070707072	1.0	1.0	1.0	1.0	1.0	1.0
0.7171717171717172	1.0	1.0	1.0	1.0	1.0	1.0
0.7272727272727273	1.0	1.0	1.0	1.0	1.0	1.0
0.7373737373737375	1.0	1.0	1.0	1.0	1.0	1.0
0.7474747474747475	1.0	1.0	1.0	1.0	1.0	1.0
0.7575757575757577	1.0	1.0	1.0	1.0	1.0	1.0
0.7676767676767677	1.0	1.0	1.0	1.0	1.0	1.0
0.7777777777777778	1.0	1.0	1.0	1.0	1.0	1.0
0.787878787878788	1.0	1.0	1.0	1.0	1.0	1.0
0.797979797979798	1.0	1.0	1.0	1.0	1.0	1.0
0.8080808080808082	1.0	1.0	1.0	1.0	1.0	1.0
0.8181818181818182	1.0	1.0	1.0	1.0	1.0	1.0
0.8282828282828284	1.0	1.0	1.0	1.0	1.0	1.0
0.8383838383838385	1.0	1.0	1.0	1.0	1.0	1.0
0.8484848484848485	1.0	1.0	1.0	1.0	1.0	1.0
0.8585858585858587	1.0	1.0	1.0	1.0	1.0	1.0
