kernel,degree,C,gamma,coef0,epsilon,MSE,MAE,R^2-Score,PCC
poly,2,10,0.001,1,0.01,9.747,2.464,0.509,0.718
poly,2,10,0.001,1,0.1,9.584,2.446,0.517,0.724
poly,2,10,0.001,1,0.5,9.635,2.473,0.517,0.731
poly,2,10,0.001,1,0.8,9.598,2.481,0.519,0.735
poly,2,10,0.001,2,0.01,9.861,2.468,0.502,0.714
poly,2,10,0.001,2,0.1,9.707,2.452,0.51,0.718
poly,2,10,0.001,2,0.5,9.743,2.484,0.511,0.722
poly,2,10,0.001,2,0.8,9.022,2.394,0.548,0.744
poly,2,10,0.001,3,0.01,9.973,2.485,0.497,0.71
poly,2,10,0.001,3,0.1,9.894,2.466,0.5,0.712
poly,2,10,0.001,3,0.5,9.713,2.473,0.512,0.719
poly,2,10,0.001,3,0.8,8.868,2.372,0.555,0.748
poly,2,10,0.001,4,0.01,10.027,2.493,0.494,0.709
poly,2,10,0.001,4,0.1,10.074,2.483,0.491,0.706
poly,2,10,0.001,4,0.5,9.797,2.487,0.508,0.715
poly,2,10,0.001,4,0.8,8.805,2.365,0.558,0.749
poly,2,15,0.1,1,0.01,15.998,2.629,0.165,0.67
poly,2,15,0.1,1,0.1,14.783,2.648,0.236,0.676
poly,2,15,0.1,1,0.5,12.783,2.691,0.346,0.669
poly,2,15,0.1,1,0.8,15.225,2.954,0.232,0.608
poly,2,15,0.1,2,0.01,16.032,2.631,0.163,0.67
poly,2,15,0.1,2,0.1,14.797,2.646,0.235,0.676
poly,2,15,0.1,2,0.5,12.787,2.691,0.346,0.669
poly,2,15,0.1,2,0.8,15.177,2.955,0.234,0.609
poly,2,15,0.1,3,0.01,16.014,2.63,0.164,0.67
poly,2,15,0.1,3,0.1,14.788,2.647,0.235,0.676
poly,2,15,0.1,3,0.5,12.79,2.691,0.346,0.669
poly,2,15,0.1,3,0.8,15.155,2.954,0.235,0.609
poly,2,15,0.1,4,0.01,16.067,2.631,0.161,0.669
poly,2,15,0.1,4,0.1,14.751,2.644,0.237,0.676
poly,2,15,0.1,4,0.5,12.787,2.691,0.346,0.669
poly,2,15,0.1,4,0.8,15.139,2.954,0.236,0.609
poly,2,15,0.01,1,0.01,8.814,2.349,0.552,0.746
poly,2,15,0.01,1,0.1,8.931,2.364,0.547,0.743
poly,2,15,0.01,1,0.5,8.626,2.374,0.566,0.753
poly,2,15,0.01,1,0.8,8.73,2.362,0.561,0.75
poly,2,15,0.01,2,0.01,8.842,2.352,0.551,0.745
poly,2,15,0.01,2,0.1,8.948,2.366,0.546,0.743
poly,2,15,0.01,2,0.5,8.679,2.379,0.563,0.751
poly,2,15,0.01,2,0.8,8.755,2.367,0.56,0.749
poly,2,15,0.01,3,0.01,8.853,2.353,0.55,0.745
poly,2,15,0.01,3,0.1,8.954,2.367,0.546,0.743
poly,2,15,0.01,3,0.5,8.703,2.382,0.562,0.75
poly,2,15,0.01,3,0.8,8.773,2.369,0.559,0.749
poly,2,15,0.01,4,0.01,8.859,2.354,0.55,0.745
poly,2,15,0.01,4,0.1,8.957,2.367,0.545,0.743
poly,2,15,0.01,4,0.5,8.714,2.383,0.562,0.75
poly,2,15,0.01,4,0.8,8.784,2.371,0.559,0.748
poly,2,15,0.001,1,0.01,9.807,2.465,0.505,0.716
poly,2,15,0.001,1,0.1,9.641,2.446,0.514,0.721
poly,2,15,0.001,1,0.5,9.641,2.474,0.517,0.727
poly,2,15,0.001,1,0.8,9.102,2.406,0.544,0.744
poly,2,15,0.001,2,0.01,9.962,2.484,0.497,0.71
poly,2,15,0.001,2,0.1,9.893,2.466,0.5,0.712
poly,2,15,0.001,2,0.5,9.703,2.472,0.513,0.72
poly,2,15,0.001,2,0.8,8.866,2.372,0.555,0.748
poly,2,15,0.001,3,0.01,10.053,2.496,0.492,0.708
poly,2,15,0.001,3,0.1,10.13,2.488,0.488,0.705
poly,2,15,0.001,3,0.5,9.774,2.484,0.509,0.715
poly,2,15,0.001,3,0.8,8.81,2.366,0.557,0.748
poly,2,15,0.001,4,0.01,10.108,2.501,0.489,0.707
poly,2,15,0.001,4,0.1,10.193,2.497,0.484,0.703
poly,2,15,0.001,4,0.5,9.819,2.491,0.507,0.713
poly,2,15,0.001,4,0.8,8.815,2.367,0.557,0.748
poly,3,1,0.1,1,0.01,14.961,2.797,0.243,0.617
poly,3,1,0.1,1,0.1,13.481,2.704,0.321,0.647
poly,3,1,0.1,1,0.5,10.303,2.465,0.482,0.703
poly,3,1,0.1,1,0.8,11.004,2.582,0.451,0.681
poly,3,1,0.1,2,0.01,16.378,2.85,0.167,0.605
poly,3,1,0.1,2,0.1,15.104,2.773,0.235,0.624
poly,3,1,0.1,2,0.5,11.669,2.559,0.413,0.671
poly,3,1,0.1,2,0.8,12.938,2.743,0.36,0.638
poly,3,1,0.1,3,0.01,17.209,2.887,0.123,0.6
poly,3,1,0.1,3,0.1,15.767,2.809,0.2,0.616
poly,3,1,0.1,3,0.5,12.385,2.616,0.378,0.658
poly,3,1,0.1,3,0.8,13.548,2.791,0.329,0.626
poly,3,1,0.1,4,0.01,17.891,2.913,0.087,0.595
poly,3,1,0.1,4,0.1,16.243,2.838,0.175,0.611
poly,3,1,0.1,4,0.5,12.826,2.648,0.355,0.651
poly,3,1,0.1,4,0.8,14.011,2.823,0.305,0.619
poly,3,1,0.01,1,0.01,9.298,2.4,0.53,0.732
poly,3,1,0.01,1,0.1,9.276,2.401,0.531,0.734
poly,3,1,0.01,1,0.5,9.265,2.445,0.535,0.739
poly,3,1,0.01,1,0.8,8.87,2.398,0.555,0.752
poly,3,1,0.01,2,0.01,9.261,2.387,0.531,0.732
poly,3,1,0.01,2,0.1,9.334,2.4,0.526,0.731
poly,3,1,0.01,2,0.5,9.003,2.407,0.547,0.744
poly,3,1,0.01,2,0.8,8.65,2.362,0.565,0.753
poly,3,1,0.01,3,0.01,9.166,2.38,0.535,0.734
poly,3,1,0.01,3,0.1,9.205,2.391,0.532,0.735
poly,3,1,0.01,3,0.5,8.846,2.394,0.555,0.747
poly,3,1,0.01,3,0.8,8.753,2.374,0.56,0.75
poly,3,1,0.01,4,0.01,9.005,2.367,0.543,0.74
poly,3,1,0.01,4,0.1,9.076,2.379,0.539,0.739
poly,3,1,0.01,4,0.5,8.75,2.387,0.56,0.749
poly,3,1,0.01,4,0.8,8.757,2.37,0.56,0.75
poly,3,1,0.001,1,0.01,11.895,2.672,0.405,0.742
poly,3,1,0.001,1,0.1,11.659,2.655,0.418,0.743
poly,3,1,0.001,1,0.5,12.387,2.735,0.381,0.748
poly,3,1,0.001,1,0.8,13.225,2.865,0.34,0.741
poly,3,1,0.001,2,0.01,9.77,2.466,0.509,0.724
poly,3,1,0.001,2,0.1,9.777,2.471,0.509,0.724
poly,3,1,0.001,2,0.5,9.726,2.48,0.513,0.738
poly,3,1,0.001,2,0.8,10.309,2.561,0.484,0.734
poly,3,1,0.001,3,0.01,9.828,2.468,0.504,0.715
poly,3,1,0.001,3,0.1,9.67,2.451,0.512,0.721
poly,3,1,0.001,3,0.5,9.649,2.472,0.516,0.728
poly,3,1,0.001,3,0.8,9.176,2.417,0.54,0.742
poly,3,1,0.001,4,0.01,9.897,2.478,0.501,0.713
poly,3,1,0.001,4,0.1,9.783,2.458,0.506,0.715
poly,3,1,0.001,4,0.5,9.69,2.474,0.513,0.721
poly,3,1,0.001,4,0.8,8.941,2.383,0.552,0.746
poly,3,5,0.1,1,0.01,28.655,3.555,-0.456,0.521
poly,3,5,0.1,1,0.1,26.254,3.408,-0.334,0.514
poly,3,5,0.1,1,0.5,23.037,3.07,-0.15,0.517
poly,3,5,0.1,1,0.8,14.463,2.831,0.283,0.61
poly,3,5,0.1,2,0.01,29.775,3.643,-0.51,0.512
poly,3,5,0.1,2,0.1,25.71,3.458,-0.3,0.52
poly,3,5,0.1,2,0.5,23.822,3.118,-0.191,0.512
poly,3,5,0.1,2,0.8,16.184,2.949,0.192,0.578
poly,3,5,0.1,3,0.01,30.624,3.699,-0.553,0.509
poly,3,5,0.1,3,0.1,25.532,3.469,-0.289,0.523
poly,3,5,0.1,3,0.5,24.044,3.137,-0.202,0.513
poly,3,5,0.1,3,0.8,17.629,3.003,0.115,0.559
poly,3,5,0.1,4,0.01,31.086,3.729,-0.576,0.507
poly,3,5,0.1,4,0.1,25.515,3.477,-0.287,0.525
poly,3,5,0.1,4,0.5,24.255,3.152,-0.213,0.512
poly,3,5,0.1,4,0.8,18.717,3.033,0.057,0.549
poly,3,5,0.01,1,0.01,8.714,2.339,0.558,0.749
poly,3,5,0.01,1,0.1,8.872,2.357,0.55,0.745
poly,3,5,0.01,1,0.5,8.546,2.365,0.57,0.757
poly,3,5,0.01,1,0.8,8.655,2.354,0.565,0.752
poly,3,5,0.01,2,0.01,8.602,2.318,0.564,0.753
poly,3,5,0.01,2,0.1,8.645,2.334,0.561,0.751
poly,3,5,0.01,2,0.5,8.461,2.333,0.574,0.758
poly,3,5,0.01,2,0.8,8.863,2.358,0.554,0.746
poly,3,5,0.01,3,0.01,8.578,2.297,0.567,0.755
poly,3,5,0.01,3,0.1,8.551,2.31,0.567,0.755
poly,3,5,0.01,3,0.5,8.407,2.316,0.577,0.759
poly,3,5,0.01,3,0.8,9.13,2.366,0.54,0.738
poly,3,5,0.01,4,0.01,8.602,2.285,0.566,0.756
poly,3,5,0.01,4,0.1,8.654,2.312,0.563,0.755
poly,3,5,0.01,4,0.5,8.434,2.308,0.576,0.758
poly,3,5,0.01,4,0.8,9.297,2.379,0.531,0.734
poly,3,5,0.001,1,0.01,9.684,2.456,0.512,0.722
poly,3,5,0.001,1,0.1,9.603,2.45,0.517,0.726
poly,3,5,0.001,1,0.5,9.642,2.471,0.517,0.737
poly,3,5,0.001,1,0.8,9.96,2.521,0.501,0.736
poly,3,5,0.001,2,0.01,9.916,2.479,0.499,0.712
poly,3,5,0.001,2,0.1,9.873,2.463,0.501,0.713
poly,3,5,0.001,2,0.5,9.68,2.471,0.514,0.721
poly,3,5,0.001,2,0.8,8.856,2.372,0.555,0.748
poly,3,5,0.001,3,0.01,10.074,2.496,0.491,0.708
poly,3,5,0.001,3,0.1,10.111,2.486,0.488,0.705
poly,3,5,0.001,3,0.5,9.775,2.489,0.509,0.714
poly,3,5,0.001,3,0.8,8.797,2.367,0.558,0.748
poly,3,5,0.001,4,0.01,10.12,2.498,0.488,0.707
poly,3,5,0.001,4,0.1,10.106,2.485,0.488,0.705
poly,3,5,0.001,4,0.5,9.783,2.49,0.508,0.714
poly,3,5,0.001,4,0.8,8.838,2.373,0.556,0.747
poly,3,10,0.1,1,0.01,39.881,3.922,-1.052,0.478
poly,3,10,0.1,1,0.1,33.999,3.631,-0.737,0.472
poly,3,10,0.1,1,0.5,35.779,3.413,-0.776,0.445
poly,3,10,0.1,1,0.8,16.077,2.946,0.194,0.577
poly,3,10,0.1,2,0.01,39.986,4.023,-1.047,0.479
poly,3,10,0.1,2,0.1,33.791,3.666,-0.72,0.479
poly,3,10,0.1,2,0.5,37.714,3.469,-0.875,0.433
poly,3,10,0.1,2,0.8,19.061,3.062,0.033,0.543
poly,3,10,0.1,3,0.01,39.969,4.06,-1.043,0.481
poly,3,10,0.1,3,0.1,33.824,3.679,-0.721,0.482
poly,3,10,0.1,3,0.5,38.395,3.492,-0.911,0.429
poly,3,10,0.1,3,0.8,21.542,3.116,-0.101,0.527
poly,3,10,0.1,4,0.01,39.97,4.075,-1.041,0.482
poly,3,10,0.1,4,0.1,33.891,3.689,-0.724,0.484
poly,3,10,0.1,4,0.5,38.738,3.504,-0.928,0.427
poly,3,10,0.1,4,0.8,22.941,3.14,-0.177,0.52
poly,3,10,0.01,1,0.01,8.59,2.318,0.565,0.753
poly,3,10,0.01,1,0.1,8.614,2.333,0.563,0.752
poly,3,10,0.01,1,0.5,8.455,2.332,0.575,0.758
poly,3,10,0.01,1,0.8,8.797,2.355,0.558,0.748
poly,3,10,0.01,2,0.01,8.604,2.284,0.566,0.756
poly,3,10,0.01,2,0.1,8.639,2.31,0.563,0.755
poly,3,10,0.01,2,0.5,8.464,2.312,0.575,0.757
poly,3,10,0.01,2,0.8,9.296,2.381,0.531,0.733
poly,3,10,0.01,3,0.01,9.035,2.325,0.544,0.747
poly,3,10,0.01,3,0.1,8.915,2.339,0.55,0.75
poly,3,10,0.01,3,0.5,8.669,2.339,0.564,0.75
poly,3,10,0.01,3,0.8,9.462,2.405,0.523,0.729
poly,3,10,0.01,4,0.01,9.51,2.363,0.519,0.735
poly,3,10,0.01,4,0.1,9.283,2.378,0.531,0.743
poly,3,10,0.01,4,0.5,8.799,2.353,0.557,0.747
poly,3,10,0.01,4,0.8,9.671,2.43,0.512,0.725
poly,3,10,0.001,1,0.01,9.766,2.459,0.507,0.717
poly,3,10,0.001,1,0.1,9.601,2.442,0.516,0.722
poly,3,10,0.001,1,0.5,9.627,2.472,0.517,0.728
poly,3,10,0.001,1,0.8,9.071,2.403,0.545,0.745
poly,3,10,0.001,2,0.01,10.006,2.488,0.494,0.71
poly,3,10,0.001,2,0.1,10.042,2.477,0.492,0.707
poly,3,10,0.001,2,0.5,9.737,2.484,0.511,0.716
poly,3,10,0.001,2,0.8,8.813,2.369,0.557,0.748
poly,3,10,0.001,3,0.01,10.009,2.487,0.494,0.71
poly,3,10,0.001,3,0.1,10.06,2.477,0.491,0.707
poly,3,10,0.001,3,0.5,9.728,2.485,0.511,0.716
poly,3,10,0.001,3,0.8,8.808,2.372,0.558,0.748
poly,3,10,0.001,4,0.01,9.955,2.48,0.496,0.712
poly,3,10,0.001,4,0.1,10.022,2.471,0.492,0.708
poly,3,10,0.001,4,0.5,9.716,2.482,0.511,0.716
poly,3,10,0.001,4,0.8,8.812,2.374,0.558,0.748
poly,3,15,0.1,1,0.01,51.55,4.172,-1.642,0.449
poly,3,15,0.1,1,0.1,46.576,3.923,-1.376,0.43
poly,3,15,0.1,1,0.5,50.424,3.691,-1.5,0.399
poly,3,15,0.1,1,0.8,16.889,2.984,0.149,0.567
poly,3,15,0.1,2,0.01,50.222,4.197,-1.563,0.45
poly,3,15,0.1,2,0.1,45.719,3.966,-1.327,0.438
poly,3,15,0.1,2,0.5,51.911,3.739,-1.576,0.393
poly,3,15,0.1,2,0.8,19.666,3.079,0.0,0.539
poly,3,15,0.1,3,0.01,49.896,4.217,-1.543,0.451
poly,3,15,0.1,3,0.1,45.331,3.975,-1.306,0.442
poly,3,15,0.1,3,0.5,52.47,3.759,-1.604,0.389
poly,3,15,0.1,3,0.8,21.542,3.116,-0.101,0.527
poly,3,15,0.1,4,0.01,49.895,4.231,-1.541,0.451
poly,3,15,0.1,4,0.1,45.165,3.98,-1.296,0.443
poly,3,15,0.1,4,0.5,52.691,3.768,-1.616,0.388
poly,3,15,0.1,4,0.8,22.941,3.14,-0.177,0.52
poly,3,15,0.01,1,0.01,8.573,2.297,0.567,0.756
poly,3,15,0.01,1,0.1,8.555,2.31,0.567,0.755
poly,3,15,0.01,1,0.5,8.416,2.318,0.577,0.759
poly,3,15,0.01,1,0.8,8.975,2.36,0.549,0.743
poly,3,15,0.01,2,0.01,9.057,2.325,0.543,0.746
poly,3,15,0.01,2,0.1,8.906,2.334,0.551,0.75
poly,3,15,0.01,2,0.5,8.665,2.337,0.564,0.75
poly,3,15,0.01,2,0.8,9.469,2.407,0.523,0.729
poly,3,15,0.01,3,0.01,9.751,2.38,0.506,0.73
poly,3,15,0.01,3,0.1,9.496,2.39,0.52,0.739
poly,3,15,0.01,3,0.5,8.876,2.362,0.553,0.745
poly,3,15,0.01,3,0.8,9.772,2.447,0.507,0.723
poly,3,15,0.01,4,0.01,10.52,2.439,0.465,0.718
poly,3,15,0.01,4,0.1,10.186,2.428,0.482,0.727
poly,3,15,0.01,4,0.5,9.134,2.399,0.539,0.738
poly,3,15,0.01,4,0.8,10.246,2.503,0.483,0.712
poly,3,15,0.001,1,0.01,9.786,2.466,0.506,0.716
poly,3,15,0.001,1,0.1,9.733,2.451,0.508,0.717
poly,3,15,0.001,1,0.5,9.667,2.474,0.514,0.722
poly,3,15,0.001,1,0.8,8.945,2.383,0.551,0.746
poly,3,15,0.001,2,0.01,9.981,2.484,0.495,0.711
poly,3,15,0.001,2,0.1,10.008,2.473,0.493,0.708
poly,3,15,0.001,2,0.5,9.69,2.48,0.513,0.717
poly,3,15,0.001,2,0.8,8.809,2.371,0.558,0.747
poly,3,15,0.001,3,0.01,9.921,2.476,0.498,0.713
poly,3,15,0.001,3,0.1,9.965,2.466,0.495,0.71
poly,3,15,0.001,3,0.5,9.646,2.475,0.515,0.718
poly,3,15,0.001,3,0.8,8.8,2.372,0.558,0.748
poly,3,15,0.001,4,0.01,9.82,2.464,0.503,0.716
poly,3,15,0.001,4,0.1,9.888,2.458,0.499,0.713
poly,3,15,0.001,4,0.5,9.612,2.47,0.516,0.719
poly,3,15,0.001,4,0.8,8.776,2.368,0.559,0.749
