kernel,degree,C,gamma,coef0,epsilon,MSE,MAE,R^2-Score,PCC
poly,3,1,0.1,1,0.01,38.043,3.667,-0.91,0.399
poly,3,1,0.1,1,0.1,31.337,3.534,-0.594,0.419
poly,3,1,0.1,1,0.5,16.558,2.929,0.168,0.556
poly,3,1,0.1,1,0.8,10.481,2.514,0.475,0.7
poly,3,1,0.1,2,0.01,38.316,3.94,-0.949,0.353
poly,3,1,0.1,2,0.1,33.308,3.766,-0.715,0.369
poly,3,1,0.1,2,0.5,19.782,3.158,0.008,0.515
poly,3,1,0.1,2,0.8,11.092,2.563,0.446,0.687
poly,3,1,0.1,3,0.01,38.601,4.112,-0.97,0.331
poly,3,1,0.1,3,0.1,35.744,3.936,-0.844,0.347
poly,3,1,0.1,3,0.5,22.306,3.349,-0.119,0.494
poly,3,1,0.1,3,0.8,11.561,2.61,0.423,0.675
poly,3,1,0.1,4,0.01,38.844,4.218,-0.987,0.324
poly,3,1,0.1,4,0.1,38.095,4.09,-0.966,0.33
poly,3,1,0.1,4,0.5,25.13,3.5,-0.26,0.469
poly,3,1,0.1,4,0.8,11.883,2.641,0.407,0.667
poly,3,1,0.01,1,0.01,9.621,2.392,0.514,0.73
poly,3,1,0.01,1,0.1,9.494,2.38,0.52,0.734
poly,3,1,0.01,1,0.5,9.256,2.436,0.536,0.741
poly,3,1,0.01,1,0.8,9.343,2.469,0.531,0.739
poly,3,1,0.01,2,0.01,9.821,2.411,0.504,0.724
poly,3,1,0.01,2,0.1,9.715,2.406,0.509,0.725
poly,3,1,0.01,2,0.5,9.243,2.418,0.536,0.736
poly,3,1,0.01,2,0.8,9.199,2.44,0.537,0.735
poly,3,1,0.01,3,0.01,9.988,2.435,0.496,0.72
poly,3,1,0.01,3,0.1,9.742,2.409,0.508,0.725
poly,3,1,0.01,3,0.5,9.221,2.409,0.537,0.738
poly,3,1,0.01,3,0.8,9.358,2.458,0.53,0.73
poly,3,1,0.01,4,0.01,10.04,2.437,0.494,0.719
poly,3,1,0.01,4,0.1,9.875,2.418,0.502,0.723
poly,3,1,0.01,4,0.5,9.172,2.397,0.54,0.74
poly,3,1,0.01,4,0.8,9.379,2.456,0.529,0.729
poly,3,1,0.001,1,0.01,11.713,2.643,0.414,0.736
poly,3,1,0.001,1,0.1,11.728,2.648,0.414,0.737
poly,3,1,0.001,1,0.5,12.365,2.739,0.382,0.741
poly,3,1,0.001,1,0.8,13.139,2.847,0.344,0.732
poly,3,1,0.001,2,0.01,9.626,2.423,0.516,0.73
poly,3,1,0.001,2,0.1,9.559,2.416,0.52,0.736
poly,3,1,0.001,2,0.5,9.516,2.457,0.523,0.745
poly,3,1,0.001,2,0.8,10.122,2.551,0.493,0.739
poly,3,1,0.001,3,0.01,9.581,2.399,0.517,0.727
poly,3,1,0.001,3,0.1,9.577,2.407,0.517,0.727
poly,3,1,0.001,3,0.5,9.27,2.421,0.534,0.739
poly,3,1,0.001,3,0.8,9.636,2.478,0.517,0.728
poly,3,1,0.001,4,0.01,9.676,2.421,0.512,0.721
poly,3,1,0.001,4,0.1,9.967,2.442,0.497,0.713
poly,3,1,0.001,4,0.5,9.388,2.43,0.528,0.731
poly,3,1,0.001,4,0.8,9.4,2.457,0.528,0.732
poly,3,5,0.1,1,0.01,68.742,4.994,-2.513,0.123
poly,3,5,0.1,1,0.1,52.117,4.531,-1.663,0.21
poly,3,5,0.1,1,0.5,23.771,3.137,-0.177,0.47
poly,3,5,0.1,1,0.8,10.481,2.514,0.475,0.7
poly,3,5,0.1,2,0.01,81.218,5.512,-3.133,0.104
poly,3,5,0.1,2,0.1,65.604,4.981,-2.348,0.187
poly,3,5,0.1,2,0.5,25.345,3.318,-0.265,0.458
poly,3,5,0.1,2,0.8,11.092,2.563,0.446,0.687
poly,3,5,0.1,3,0.01,91.369,5.841,-3.644,0.098
poly,3,5,0.1,3,0.1,75.084,5.318,-2.83,0.178
poly,3,5,0.1,3,0.5,27.472,3.48,-0.376,0.439
poly,3,5,0.1,3,0.8,11.561,2.61,0.423,0.675
poly,3,5,0.1,4,0.01,98.341,6.027,-3.992,0.097
poly,3,5,0.1,4,0.1,82.377,5.56,-3.198,0.173
poly,3,5,0.1,4,0.5,29.931,3.609,-0.501,0.417
poly,3,5,0.1,4,0.8,11.883,2.641,0.407,0.667
poly,3,5,0.01,1,0.01,10.033,2.428,0.494,0.721
poly,3,5,0.01,1,0.1,10.064,2.44,0.493,0.719
poly,3,5,0.01,1,0.5,9.015,2.38,0.548,0.745
poly,3,5,0.01,1,0.8,9.014,2.415,0.547,0.741
poly,3,5,0.01,2,0.01,11.284,2.547,0.434,0.695
poly,3,5,0.01,2,0.1,10.837,2.496,0.456,0.702
poly,3,5,0.01,2,0.5,9.952,2.457,0.501,0.719
poly,3,5,0.01,2,0.8,9.573,2.432,0.521,0.726
poly,3,5,0.01,3,0.01,12.275,2.628,0.385,0.672
poly,3,5,0.01,3,0.1,11.889,2.612,0.405,0.678
poly,3,5,0.01,3,0.5,10.706,2.529,0.463,0.7
poly,3,5,0.01,3,0.8,9.989,2.446,0.5,0.714
poly,3,5,0.01,4,0.01,13.48,2.738,0.325,0.649
poly,3,5,0.01,4,0.1,12.756,2.693,0.361,0.665
poly,3,5,0.01,4,0.5,11.389,2.58,0.428,0.685
poly,3,5,0.01,4,0.8,10.411,2.467,0.48,0.704
poly,3,5,0.001,1,0.01,9.547,2.402,0.52,0.731
poly,3,5,0.001,1,0.1,9.479,2.406,0.523,0.736
poly,3,5,0.001,1,0.5,9.378,2.445,0.529,0.746
poly,3,5,0.001,1,0.8,9.83,2.52,0.508,0.737
poly,3,5,0.001,2,0.01,9.822,2.437,0.505,0.718
poly,3,5,0.001,2,0.1,9.917,2.436,0.5,0.715
poly,3,5,0.001,2,0.5,9.365,2.433,0.529,0.731
poly,3,5,0.001,2,0.8,9.416,2.447,0.527,0.73
poly,3,5,0.001,3,0.01,10.184,2.476,0.487,0.707
poly,3,5,0.001,3,0.1,10.082,2.451,0.491,0.711
poly,3,5,0.001,3,0.5,9.393,2.431,0.528,0.728
poly,3,5,0.001,3,0.8,9.559,2.476,0.519,0.725
poly,3,5,0.001,4,0.01,10.241,2.48,0.484,0.705
poly,3,5,0.001,4,0.1,10.108,2.451,0.49,0.711
poly,3,5,0.001,4,0.5,9.496,2.439,0.523,0.725
poly,3,5,0.001,4,0.8,9.724,2.495,0.511,0.72
poly,3,10,0.1,1,0.01,88.886,5.477,-3.495,0.1
poly,3,10,0.1,1,0.1,70.797,4.998,-2.574,0.145
poly,3,10,0.1,1,0.5,24.094,3.147,-0.195,0.466
poly,3,10,0.1,1,0.8,10.481,2.514,0.475,0.7
poly,3,10,0.1,2,0.01,112.161,6.025,-4.664,0.098
poly,3,10,0.1,2,0.1,95.67,5.534,-3.803,0.121
poly,3,10,0.1,2,0.5,25.345,3.318,-0.265,0.458
poly,3,10,0.1,2,0.8,11.092,2.563,0.446,0.687
poly,3,10,0.1,3,0.01,127.442,6.367,-5.438,0.098
poly,3,10,0.1,3,0.1,108.157,5.831,-4.424,0.108
poly,3,10,0.1,3,0.5,27.472,3.48,-0.376,0.439
poly,3,10,0.1,3,0.8,11.561,2.61,0.423,0.675
poly,3,10,0.1,4,0.01,137.947,6.591,-5.975,0.098
poly,3,10,0.1,4,0.1,117.983,6.03,-4.911,0.099
poly,3,10,0.1,4,0.5,29.931,3.609,-0.501,0.417
poly,3,10,0.1,4,0.8,11.883,2.641,0.407,0.667
poly,3,10,0.01,1,0.01,11.425,2.552,0.427,0.692
poly,3,10,0.01,1,0.1,10.944,2.509,0.451,0.7
poly,3,10,0.01,1,0.5,9.874,2.446,0.505,0.721
poly,3,10,0.01,1,0.8,9.324,2.404,0.533,0.735
poly,3,10,0.01,2,0.01,13.735,2.749,0.312,0.646
poly,3,10,0.01,2,0.1,12.979,2.706,0.35,0.66
poly,3,10,0.01,2,0.5,11.293,2.572,0.433,0.687
poly,3,10,0.01,2,0.8,10.303,2.457,0.485,0.708
poly,3,10,0.01,3,0.01,15.434,2.874,0.226,0.619
poly,3,10,0.01,3,0.1,14.952,2.863,0.248,0.629
poly,3,10,0.01,3,0.5,12.362,2.656,0.378,0.663
poly,3,10,0.01,3,0.8,10.897,2.531,0.455,0.693
poly,3,10,0.01,4,0.01,16.626,2.943,0.164,0.603
poly,3,10,0.01,4,0.1,16.201,2.949,0.183,0.617
poly,3,10,0.01,4,0.5,13.209,2.722,0.334,0.645
poly,3,10,0.01,4,0.8,11.401,2.589,0.43,0.68
poly,3,10,0.001,1,0.01,9.553,2.398,0.519,0.727
poly,3,10,0.001,1,0.1,9.626,2.413,0.515,0.725
poly,3,10,0.001,1,0.5,9.22,2.419,0.537,0.74
poly,3,10,0.001,1,0.8,9.518,2.466,0.523,0.731
poly,3,10,0.001,2,0.01,10.11,2.467,0.49,0.709
poly,3,10,0.001,2,0.1,10.041,2.441,0.493,0.713
poly,3,10,0.001,2,0.5,9.418,2.436,0.527,0.728
poly,3,10,0.001,2,0.8,9.489,2.47,0.523,0.727
poly,3,10,0.001,3,0.01,10.18,2.47,0.487,0.708
poly,3,10,0.001,3,0.1,10.08,2.447,0.491,0.711
poly,3,10,0.001,3,0.5,9.526,2.444,0.521,0.724
poly,3,10,0.001,3,0.8,9.696,2.494,0.512,0.721
poly,3,10,0.001,4,0.01,10.154,2.464,0.488,0.71
poly,3,10,0.001,4,0.1,10.079,2.45,0.491,0.711
poly,3,10,0.001,4,0.5,9.537,2.444,0.52,0.723
poly,3,10,0.001,4,0.8,9.761,2.498,0.509,0.719
poly,3,15,0.1,1,0.01,115.256,5.821,-4.763,0.063
poly,3,15,0.1,1,0.1,100.015,5.267,-3.959,0.103
poly,3,15,0.1,1,0.5,24.094,3.147,-0.195,0.466
poly,3,15,0.1,1,0.8,10.481,2.514,0.475,0.7
poly,3,15,0.1,2,0.01,140.869,6.288,-6.042,0.063
poly,3,15,0.1,2,0.1,120.981,5.675,-5.012,0.084
poly,3,15,0.1,2,0.5,25.345,3.318,-0.265,0.458
poly,3,15,0.1,2,0.8,11.092,2.563,0.446,0.687
poly,3,15,0.1,3,0.01,155.437,6.567,-6.774,0.06
poly,3,15,0.1,3,0.1,131.298,6.019,-5.543,0.078
poly,3,15,0.1,3,0.5,27.472,3.48,-0.376,0.439
poly,3,15,0.1,3,0.8,11.561,2.61,0.423,0.675
poly,3,15,0.1,4,0.01,166.173,6.78,-7.313,0.058
poly,3,15,0.1,4,0.1,138.528,6.245,-5.91,0.076
poly,3,15,0.1,4,0.5,29.931,3.609,-0.501,0.417
poly,3,15,0.1,4,0.8,11.883,2.641,0.407,0.667
poly,3,15,0.01,1,0.01,12.796,2.653,0.359,0.665
poly,3,15,0.01,1,0.1,12.299,2.628,0.385,0.672
poly,3,15,0.01,1,0.5,10.563,2.506,0.47,0.704
poly,3,15,0.01,1,0.8,9.695,2.409,0.515,0.726
poly,3,15,0.01,2,0.01,15.731,2.883,0.211,0.616
poly,3,15,0.01,2,0.1,15.197,2.873,0.237,0.626
poly,3,15,0.01,2,0.5,12.279,2.652,0.382,0.664
poly,3,15,0.01,2,0.8,10.841,2.524,0.458,0.695
poly,3,15,0.01,3,0.01,17.664,2.994,0.112,0.592
poly,3,15,0.01,3,0.1,16.781,2.987,0.152,0.61
poly,3,15,0.01,3,0.5,13.517,2.754,0.319,0.639
poly,3,15,0.01,3,0.8,11.565,2.605,0.422,0.676
poly,3,15,0.01,4,0.01,19.017,3.076,0.045,0.575
poly,3,15,0.01,4,0.1,18.232,3.081,0.076,0.594
poly,3,15,0.01,4,0.5,14.643,2.857,0.262,0.619
poly,3,15,0.01,4,0.8,12.163,2.663,0.392,0.661
poly,3,15,0.001,1,0.01,9.622,2.411,0.515,0.724
poly,3,15,0.001,1,0.1,9.844,2.427,0.503,0.717
poly,3,15,0.001,1,0.5,9.363,2.438,0.529,0.731
poly,3,15,0.001,1,0.8,9.414,2.463,0.528,0.732
poly,3,15,0.001,2,0.01,10.07,2.46,0.492,0.711
poly,3,15,0.001,2,0.1,10.044,2.439,0.493,0.713
poly,3,15,0.001,2,0.5,9.49,2.44,0.523,0.725
poly,3,15,0.001,2,0.8,9.645,2.487,0.515,0.722
poly,3,15,0.001,3,0.01,10.113,2.457,0.49,0.711
poly,3,15,0.001,3,0.1,10.041,2.445,0.493,0.713
poly,3,15,0.001,3,0.5,9.524,2.447,0.521,0.724
poly,3,15,0.001,3,0.8,9.727,2.495,0.511,0.72
poly,3,15,0.001,4,0.01,10.067,2.447,0.492,0.714
poly,3,15,0.001,4,0.1,10.009,2.437,0.494,0.714
poly,3,15,0.001,4,0.5,9.568,2.452,0.519,0.722
poly,3,15,0.001,4,0.8,9.832,2.503,0.506,0.716
