kernel,degree,C,gamma,coef0,epsilon,MSE,MAE,R^2-Score,PCC
poly,2,1,0.001,1,0.1,12.914,2.783,0.355,0.736
poly,2,1,0.001,1,0.5,13.354,2.833,0.333,0.744
poly,2,1,0.001,1,0.8,14.415,2.962,0.28,0.735
poly,2,1,0.001,2,0.01,11.131,2.582,0.443,0.736
poly,2,1,0.001,2,0.1,10.929,2.574,0.453,0.738
poly,2,1,0.001,2,0.5,11.367,2.616,0.432,0.744
poly,2,1,0.001,2,0.8,12.327,2.772,0.384,0.73
poly,2,1,0.001,3,0.01,10.401,2.518,0.479,0.734
poly,2,1,0.001,3,0.1,10.159,2.503,0.491,0.736
poly,2,1,0.001,3,0.5,10.486,2.532,0.475,0.746
poly,2,1,0.001,3,0.8,11.476,2.687,0.427,0.728
poly,2,1,0.001,4,0.01,10.049,2.476,0.496,0.735
poly,2,1,0.001,4,0.1,9.963,2.476,0.501,0.736
poly,2,1,0.001,4,0.5,10.136,2.498,0.493,0.746
poly,2,1,0.001,4,0.8,10.971,2.625,0.452,0.731
poly,2,5,0.1,1,0.01,20.02,2.905,-0.033,0.621
poly,2,5,0.1,1,0.1,15.623,2.776,0.207,0.633
poly,2,5,0.1,1,0.5,9.885,2.449,0.505,0.725
poly,2,5,0.1,1,0.8,12.469,2.586,0.373,0.649
poly,2,5,0.1,2,0.01,20.096,2.907,-0.036,0.62
poly,2,5,0.1,2,0.1,15.641,2.776,0.206,0.634
poly,2,5,0.1,2,0.5,9.933,2.454,0.502,0.725
poly,2,5,0.1,2,0.8,12.295,2.577,0.381,0.655
poly,2,5,0.1,3,0.01,20.143,2.91,-0.039,0.619
poly,2,5,0.1,3,0.1,15.633,2.775,0.207,0.634
poly,2,5,0.1,3,0.5,9.967,2.456,0.501,0.724
poly,2,5,0.1,3,0.8,12.237,2.574,0.384,0.658
poly,2,5,0.1,4,0.01,20.138,2.909,-0.039,0.619
poly,2,5,0.1,4,0.1,15.65,2.776,0.206,0.634
poly,2,5,0.1,4,0.5,9.98,2.456,0.5,0.724
poly,2,5,0.1,4,0.8,12.209,2.572,0.385,0.659
poly,2,5,0.01,1,0.01,9.451,2.409,0.522,0.729
poly,2,5,0.01,1,0.1,9.398,2.399,0.525,0.731
poly,2,5,0.01,1,0.5,8.984,2.392,0.549,0.747
poly,2,5,0.01,1,0.8,8.848,2.364,0.556,0.751
poly,2,5,0.01,2,0.01,9.585,2.42,0.516,0.726
poly,2,5,0.01,2,0.1,9.572,2.421,0.517,0.727
poly,2,5,0.01,2,0.5,8.985,2.387,0.549,0.746
poly,2,5,0.01,2,0.8,8.991,2.376,0.548,0.745
poly,2,5,0.01,3,0.01,9.635,2.423,0.513,0.724
poly,2,5,0.01,3,0.1,9.711,2.434,0.509,0.723
poly,2,5,0.01,3,0.5,8.982,2.385,0.549,0.745
poly,2,5,0.01,3,0.8,9.253,2.397,0.535,0.737
poly,2,5,0.01,4,0.01,9.649,2.424,0.513,0.724
poly,2,5,0.01,4,0.1,9.778,2.44,0.506,0.721
poly,2,5,0.01,4,0.5,9.002,2.386,0.548,0.744
poly,2,5,0.01,4,0.8,9.362,2.405,0.529,0.734
poly,2,5,0.001,1,0.01,9.703,2.455,0.513,0.733
poly,2,5,0.001,1,0.1,9.819,2.465,0.508,0.735
poly,2,5,0.001,1,0.5,9.826,2.476,0.508,0.746
poly,2,5,0.001,1,0.8,10.513,2.585,0.474,0.738
poly,2,5,0.001,2,0.01,9.547,2.419,0.519,0.73
poly,2,5,0.001,2,0.1,9.465,2.42,0.523,0.73
poly,2,5,0.001,2,0.5,9.498,2.442,0.523,0.74
poly,2,5,0.001,2,0.8,9.467,2.456,0.525,0.737
poly,2,5,0.001,3,0.01,9.672,2.423,0.512,0.723
poly,2,5,0.001,3,0.1,9.642,2.434,0.514,0.723
poly,2,5,0.001,3,0.5,9.507,2.437,0.523,0.737
poly,2,5,0.001,3,0.8,9.358,2.423,0.53,0.739
poly,2,5,0.001,4,0.01,9.778,2.436,0.507,0.718
poly,2,5,0.001,4,0.1,9.764,2.453,0.508,0.718
poly,2,5,0.001,4,0.5,9.537,2.439,0.521,0.734
poly,2,5,0.001,4,0.8,9.293,2.415,0.533,0.739
poly,2,10,0.1,1,0.01,21.353,2.976,-0.105,0.62
poly,2,10,0.1,1,0.1,16.956,2.84,0.141,0.626
poly,2,10,0.1,1,0.5,10.956,2.538,0.451,0.697
poly,2,10,0.1,1,0.8,15.374,2.785,0.224,0.591
poly,2,10,0.1,2,0.01,21.406,2.975,-0.107,0.62
poly,2,10,0.1,2,0.1,16.972,2.841,0.141,0.626
poly,2,10,0.1,2,0.5,10.984,2.541,0.449,0.697
poly,2,10,0.1,2,0.8,15.151,2.774,0.235,0.597
poly,2,10,0.1,3,0.01,21.423,2.976,-0.108,0.619
poly,2,10,0.1,3,0.1,16.982,2.843,0.14,0.626
poly,2,10,0.1,3,0.5,10.989,2.541,0.449,0.697
poly,2,10,0.1,3,0.8,15.084,2.771,0.238,0.599
poly,2,10,0.1,4,0.01,21.42,2.974,-0.108,0.62
poly,2,10,0.1,4,0.1,16.989,2.843,0.14,0.626
poly,2,10,0.1,4,0.5,10.99,2.542,0.449,0.696
poly,2,10,0.1,4,0.8,15.029,2.768,0.241,0.601
poly,2,10,0.01,1,0.01,9.458,2.388,0.522,0.73
poly,2,10,0.01,1,0.1,9.502,2.399,0.52,0.73
poly,2,10,0.01,1,0.5,8.73,2.361,0.562,0.755
poly,2,10,0.01,1,0.8,8.983,2.361,0.549,0.745
poly,2,10,0.01,2,0.01,9.574,2.398,0.516,0.727
poly,2,10,0.01,2,0.1,9.619,2.41,0.514,0.726
poly,2,10,0.01,2,0.5,8.799,2.369,0.559,0.753
poly,2,10,0.01,2,0.8,9.266,2.387,0.535,0.736
poly,2,10,0.01,3,0.01,9.621,2.402,0.514,0.726
poly,2,10,0.01,3,0.1,9.65,2.413,0.513,0.725
poly,2,10,0.01,3,0.5,8.828,2.372,0.557,0.752
poly,2,10,0.01,3,0.8,9.295,2.388,0.533,0.735
poly,2,10,0.01,4,0.01,9.641,2.404,0.513,0.725
poly,2,10,0.01,4,0.1,9.68,2.416,0.511,0.724
poly,2,10,0.01,4,0.5,8.851,2.375,0.556,0.751
poly,2,10,0.01,4,0.8,9.312,2.389,0.533,0.734
poly,2,10,0.001,1,0.01,9.542,2.419,0.519,0.73
poly,2,10,0.001,1,0.1,9.462,2.42,0.523,0.73
poly,2,10,0.001,1,0.5,9.497,2.442,0.523,0.741
poly,2,10,0.001,1,0.8,9.46,2.456,0.525,0.738
poly,2,10,0.001,2,0.01,9.765,2.434,0.507,0.719
poly,2,10,0.001,2,0.1,9.758,2.453,0.508,0.718
poly,2,10,0.001,2,0.5,9.527,2.439,0.522,0.734
poly,2,10,0.001,2,0.8,9.283,2.413,0.534,0.739
poly,2,10,0.001,3,0.01,9.916,2.452,0.499,0.714
poly,2,10,0.001,3,0.1,9.798,2.458,0.506,0.717
poly,2,10,0.001,3,0.5,9.456,2.438,0.525,0.732
poly,2,10,0.001,3,0.8,9.212,2.395,0.537,0.74
poly,2,10,0.001,4,0.01,10.014,2.464,0.494,0.71
poly,2,10,0.001,4,0.1,9.936,2.468,0.498,0.712
poly,2,10,0.001,4,0.5,9.464,2.437,0.525,0.731
poly,2,10,0.001,4,0.8,9.154,2.383,0.54,0.741
poly,2,15,0.1,1,0.01,20.942,3.023,-0.079,0.626
poly,2,15,0.1,1,0.1,16.913,2.876,0.143,0.624
poly,2,15,0.1,1,0.5,11.635,2.561,0.417,0.678
poly,2,15,0.1,1,0.8,17.911,2.879,0.094,0.552
poly,2,15,0.1,2,0.01,21.033,3.025,-0.083,0.625
poly,2,15,0.1,2,0.1,16.925,2.877,0.142,0.624
poly,2,15,0.1,2,0.5,11.658,2.561,0.415,0.677
poly,2,15,0.1,2,0.8,17.754,2.873,0.102,0.556
poly,2,15,0.1,3,0.01,21.025,3.026,-0.083,0.625
poly,2,15,0.1,3,0.1,16.929,2.877,0.142,0.624
poly,2,15,0.1,3,0.5,11.647,2.561,0.416,0.677
poly,2,15,0.1,3,0.8,17.7,2.87,0.105,0.557
poly,2,15,0.1,4,0.01,21.075,3.026,-0.086,0.625
poly,2,15,0.1,4,0.1,17.0,2.877,0.138,0.623
poly,2,15,0.1,4,0.5,11.657,2.561,0.416,0.677
poly,2,15,0.1,4,0.8,17.694,2.87,0.105,0.557
poly,2,15,0.01,1,0.01,9.463,2.388,0.523,0.731
poly,2,15,0.01,1,0.1,9.693,2.407,0.511,0.724
poly,2,15,0.01,1,0.5,8.671,2.355,0.566,0.757
poly,2,15,0.01,1,0.8,9.263,2.37,0.535,0.737
poly,2,15,0.01,2,0.01,9.563,2.397,0.518,0.728
poly,2,15,0.01,2,0.1,9.772,2.414,0.507,0.722
poly,2,15,0.01,2,0.5,8.664,2.354,0.566,0.757
poly,2,15,0.01,2,0.8,9.371,2.379,0.529,0.732
poly,2,15,0.01,3,0.01,9.589,2.399,0.517,0.727
poly,2,15,0.01,3,0.1,9.796,2.416,0.506,0.722
poly,2,15,0.01,3,0.5,8.67,2.354,0.565,0.757
poly,2,15,0.01,3,0.8,9.412,2.382,0.527,0.731
poly,2,15,0.01,4,0.01,9.602,2.4,0.516,0.727
poly,2,15,0.01,4,0.1,9.809,2.417,0.506,0.721
poly,2,15,0.01,4,0.5,8.672,2.354,0.565,0.757
poly,2,15,0.01,4,0.8,9.421,2.383,0.526,0.73
poly,2,15,0.001,1,0.01,9.646,2.42,0.513,0.724
poly,2,15,0.001,1,0.1,9.648,2.434,0.513,0.723
poly,2,15,0.001,1,0.5,9.481,2.436,0.524,0.738
poly,2,15,0.001,1,0.8,9.338,2.423,0.531,0.74
poly,2,15,0.001,2,0.01,9.906,2.451,0.5,0.714
poly,2,15,0.001,2,0.1,9.79,2.457,0.506,0.717
poly,2,15,0.001,2,0.5,9.458,2.439,0.525,0.732
poly,2,15,0.001,2,0.8,9.21,2.396,0.537,0.74
poly,2,15,0.001,3,0.01,10.013,2.465,0.494,0.71
poly,2,15,0.001,3,0.1,9.965,2.471,0.497,0.712
poly,2,15,0.001,3,0.5,9.465,2.437,0.525,0.731
poly,2,15,0.001,3,0.8,9.151,2.388,0.54,0.741
poly,2,15,0.001,4,0.01,10.014,2.466,0.494,0.71
poly,2,15,0.001,4,0.1,10.019,2.477,0.494,0.71
poly,2,15,0.001,4,0.5,9.499,2.437,0.523,0.73
poly,2,15,0.001,4,0.8,9.315,2.405,0.532,0.736
poly,3,1,0.1,1,0.01,37.736,3.181,-0.829,0.497
poly,3,1,0.1,1,0.1,38.104,3.098,-0.831,0.514
poly,3,1,0.1,1,0.5,9.924,2.402,0.504,0.72
poly,3,1,0.1,1,0.8,10.739,2.511,0.464,0.684
poly,3,1,0.1,2,0.01,42.365,3.348,-1.08,0.444
poly,3,1,0.1,2,0.1,36.181,3.19,-0.762,0.479
poly,3,1,0.1,2,0.5,10.186,2.398,0.491,0.703
poly,3,1,0.1,2,0.8,13.585,2.643,0.321,0.607
poly,3,1,0.1,3,0.01,44.332,3.433,-1.203,0.432
poly,3,1,0.1,3,0.1,33.307,3.181,-0.638,0.494
poly,3,1,0.1,3,0.5,10.828,2.459,0.458,0.68
poly,3,1,0.1,3,0.8,16.775,2.791,0.16,0.555
poly,3,1,0.1,4,0.01,45.433,3.485,-1.278,0.427
poly,3,1,0.1,4,0.1,32.13,3.188,-0.591,0.497
poly,3,1,0.1,4,0.5,11.577,2.498,0.421,0.654
poly,3,1,0.1,4,0.8,19.286,2.893,0.034,0.522
poly,3,1,0.01,1,0.01,9.394,2.4,0.526,0.732
poly,3,1,0.01,1,0.1,9.286,2.401,0.532,0.735
poly,3,1,0.01,1,0.5,9.3,2.432,0.534,0.742
poly,3,1,0.01,1,0.8,9.077,2.411,0.544,0.748
poly,3,1,0.01,2,0.01,9.537,2.412,0.518,0.727
poly,3,1,0.01,2,0.1,9.423,2.397,0.524,0.731
poly,3,1,0.01,2,0.5,8.905,2.38,0.553,0.75
poly,3,1,0.01,2,0.8,8.797,2.358,0.559,0.752
poly,3,1,0.01,3,0.01,9.616,2.403,0.514,0.726
poly,3,1,0.01,3,0.1,9.633,2.409,0.514,0.726
poly,3,1,0.01,3,0.5,8.791,2.367,0.559,0.753
poly,3,1,0.01,3,0.8,9.139,2.376,0.541,0.74
poly,3,1,0.01,4,0.01,9.679,2.405,0.512,0.724
poly,3,1,0.01,4,0.1,9.773,2.419,0.507,0.722
poly,3,1,0.01,4,0.5,8.738,2.363,0.562,0.755
poly,3,1,0.01,4,0.8,9.294,2.381,0.533,0.735
poly,3,1,0.001,1,0.01,11.713,2.648,0.414,0.736
poly,3,1,0.001,1,0.1,11.744,2.648,0.413,0.739
poly,3,1,0.001,1,0.5,12.44,2.732,0.379,0.745
poly,3,1,0.001,1,0.8,13.204,2.86,0.341,0.732
poly,3,1,0.001,2,0.01,9.546,2.438,0.52,0.734
poly,3,1,0.001,2,0.1,9.626,2.441,0.517,0.735
poly,3,1,0.001,2,0.5,9.567,2.453,0.52,0.744
poly,3,1,0.001,2,0.8,10.178,2.542,0.49,0.738
poly,3,1,0.001,3,0.01,9.657,2.422,0.513,0.724
poly,3,1,0.001,3,0.1,9.605,2.433,0.516,0.725
poly,3,1,0.001,3,0.5,9.469,2.433,0.525,0.739
poly,3,1,0.001,3,0.8,9.332,2.423,0.532,0.74
poly,3,1,0.001,4,0.01,9.787,2.439,0.506,0.718
poly,3,1,0.001,4,0.1,9.79,2.459,0.506,0.717
poly,3,1,0.001,4,0.5,9.48,2.435,0.524,0.734
poly,3,1,0.001,4,0.8,9.297,2.414,0.533,0.738
poly,3,5,0.1,1,0.01,129.736,3.954,-5.153,0.347
poly,3,5,0.1,1,0.1,78.8,3.546,-2.743,0.46
poly,3,5,0.1,1,0.5,15.984,2.819,0.204,0.547
poly,3,5,0.1,1,0.8,16.663,2.817,0.168,0.527
poly,3,5,0.1,2,0.01,111.507,3.972,-4.332,0.364
poly,3,5,0.1,2,0.1,69.038,3.606,-2.307,0.462
poly,3,5,0.1,2,0.5,20.27,3.034,-0.01,0.468
poly,3,5,0.1,2,0.8,22.637,2.973,-0.132,0.474
poly,3,5,0.1,3,0.01,102.56,3.984,-3.933,0.371
poly,3,5,0.1,3,0.1,63.869,3.614,-2.073,0.468
poly,3,5,0.1,3,0.5,22.362,3.147,-0.115,0.441
poly,3,5,0.1,3,0.8,25.404,3.061,-0.27,0.457
poly,3,5,0.1,4,0.01,99.069,4.0,-3.783,0.375
poly,3,5,0.1,4,0.1,61.4,3.618,-1.961,0.47
poly,3,5,0.1,4,0.5,23.611,3.197,-0.177,0.425
poly,3,5,0.1,4,0.8,27.303,3.134,-0.366,0.445
poly,3,5,0.01,1,0.01,9.467,2.385,0.523,0.731
poly,3,5,0.01,1,0.1,9.742,2.405,0.51,0.724
poly,3,5,0.01,1,0.5,8.659,2.354,0.566,0.759
poly,3,5,0.01,1,0.8,8.932,2.349,0.552,0.747
poly,3,5,0.01,2,0.01,10.076,2.411,0.496,0.72
poly,3,5,0.01,2,0.1,10.265,2.416,0.487,0.719
poly,3,5,0.01,2,0.5,8.353,2.311,0.582,0.766
poly,3,5,0.01,2,0.8,9.369,2.364,0.528,0.731
poly,3,5,0.01,3,0.01,10.755,2.418,0.465,0.713
poly,3,5,0.01,3,0.1,10.495,2.425,0.477,0.715
poly,3,5,0.01,3,0.5,8.3,2.301,0.584,0.767
poly,3,5,0.01,3,0.8,9.31,2.343,0.531,0.732
poly,3,5,0.01,4,0.01,11.011,2.421,0.453,0.71
poly,3,5,0.01,4,0.1,10.946,2.45,0.455,0.704
poly,3,5,0.01,4,0.5,8.47,2.324,0.576,0.761
poly,3,5,0.01,4,0.8,9.121,2.322,0.541,0.738
poly,3,5,0.001,1,0.01,9.5,2.428,0.522,0.733
poly,3,5,0.001,1,0.1,9.411,2.421,0.526,0.736
poly,3,5,0.001,1,0.5,9.472,2.442,0.525,0.743
poly,3,5,0.001,1,0.8,9.781,2.493,0.509,0.738
poly,3,5,0.001,2,0.01,9.864,2.448,0.502,0.715
poly,3,5,0.001,2,0.1,9.786,2.458,0.506,0.718
poly,3,5,0.001,2,0.5,9.471,2.443,0.524,0.731
poly,3,5,0.001,2,0.8,9.209,2.398,0.537,0.74
poly,3,5,0.001,3,0.01,10.018,2.468,0.494,0.71
poly,3,5,0.001,3,0.1,10.037,2.477,0.493,0.71
poly,3,5,0.001,3,0.5,9.544,2.445,0.52,0.728
poly,3,5,0.001,3,0.8,9.307,2.406,0.532,0.736
poly,3,5,0.001,4,0.01,10.038,2.473,0.493,0.71
poly,3,5,0.001,4,0.1,10.171,2.486,0.486,0.707
poly,3,5,0.001,4,0.5,9.462,2.431,0.524,0.73
poly,3,5,0.001,4,0.8,9.311,2.399,0.531,0.736
poly,3,10,0.1,1,0.01,176.548,4.187,-7.318,0.387
poly,3,10,0.1,1,0.1,129.33,4.008,-5.102,0.442
poly,3,10,0.1,1,0.5,27.518,3.309,-0.353,0.454
poly,3,10,0.1,1,0.8,16.934,2.843,0.153,0.525
poly,3,10,0.1,2,0.01,148.054,4.218,-6.019,0.385
poly,3,10,0.1,2,0.1,114.683,4.064,-4.449,0.432
poly,3,10,0.1,2,0.5,31.472,3.506,-0.549,0.413
poly,3,10,0.1,2,0.8,22.637,2.973,-0.132,0.474
poly,3,10,0.1,3,0.01,136.499,4.231,-5.492,0.385
poly,3,10,0.1,3,0.1,107.766,4.079,-4.142,0.432
poly,3,10,0.1,3,0.5,33.28,3.629,-0.642,0.388
poly,3,10,0.1,3,0.8,25.404,3.061,-0.27,0.457
poly,3,10,0.1,4,0.01,131.579,4.246,-5.27,0.385
poly,3,10,0.1,4,0.1,104.274,4.086,-3.99,0.433
poly,3,10,0.1,4,0.5,34.393,3.704,-0.701,0.369
poly,3,10,0.1,4,0.8,27.303,3.134,-0.366,0.445
poly,3,10,0.01,1,0.01,10.287,2.413,0.486,0.717
poly,3,10,0.01,1,0.1,10.462,2.425,0.477,0.715
poly,3,10,0.01,1,0.5,8.362,2.311,0.581,0.766
poly,3,10,0.01,1,0.8,9.165,2.349,0.539,0.738
poly,3,10,0.01,2,0.01,11.21,2.427,0.444,0.708
poly,3,10,0.01,2,0.1,11.138,2.455,0.447,0.702
poly,3,10,0.01,2,0.5,8.464,2.321,0.576,0.761
poly,3,10,0.01,2,0.8,9.054,2.321,0.544,0.74
poly,3,10,0.01,3,0.01,11.925,2.489,0.409,0.696
poly,3,10,0.01,3,0.1,11.566,2.493,0.425,0.693
poly,3,10,0.01,3,0.5,8.748,2.343,0.561,0.752
poly,3,10,0.01,3,0.8,9.107,2.339,0.542,0.74
poly,3,10,0.01,4,0.01,12.673,2.555,0.37,0.682
poly,3,10,0.01,4,0.1,12.043,2.544,0.4,0.683
poly,3,10,0.01,4,0.5,8.782,2.347,0.559,0.751
poly,3,10,0.01,4,0.8,9.189,2.347,0.537,0.739
poly,3,10,0.001,1,0.01,9.617,2.417,0.515,0.725
poly,3,10,0.001,1,0.1,9.644,2.434,0.514,0.723
poly,3,10,0.001,1,0.5,9.452,2.435,0.526,0.739
poly,3,10,0.001,1,0.8,9.316,2.421,0.532,0.741
poly,3,10,0.001,2,0.01,9.954,2.463,0.497,0.712
poly,3,10,0.001,2,0.1,10.009,2.476,0.495,0.711
poly,3,10,0.001,2,0.5,9.552,2.449,0.52,0.727
poly,3,10,0.001,2,0.8,9.233,2.399,0.536,0.738
poly,3,10,0.001,3,0.01,10.015,2.471,0.494,0.711
poly,3,10,0.001,3,0.1,10.143,2.484,0.487,0.707
poly,3,10,0.001,3,0.5,9.422,2.424,0.526,0.73
poly,3,10,0.001,3,0.8,9.275,2.396,0.533,0.737
poly,3,10,0.001,4,0.01,10.006,2.469,0.495,0.712
poly,3,10,0.001,4,0.1,10.137,2.484,0.488,0.708
poly,3,10,0.001,4,0.5,9.484,2.432,0.523,0.727
poly,3,10,0.001,4,0.8,9.428,2.407,0.525,0.732
poly,3,15,0.1,1,0.01,223.421,4.421,-9.481,0.405
poly,3,15,0.1,1,0.1,161.243,4.267,-6.586,0.434
poly,3,15,0.1,1,0.5,40.716,3.663,-0.988,0.413
poly,3,15,0.1,1,0.8,16.934,2.843,0.153,0.525
poly,3,15,0.1,2,0.01,200.771,4.502,-8.447,0.396
poly,3,15,0.1,2,0.1,155.459,4.386,-6.343,0.425
poly,3,15,0.1,2,0.5,44.135,3.858,-1.167,0.373
poly,3,15,0.1,2,0.8,22.637,2.973,-0.132,0.474
poly,3,15,0.1,3,0.01,187.806,4.535,-7.855,0.389
poly,3,15,0.1,3,0.1,153.655,4.445,-6.276,0.419
poly,3,15,0.1,3,0.5,45.172,3.93,-1.223,0.367
poly,3,15,0.1,3,0.8,25.404,3.061,-0.27,0.457
poly,3,15,0.1,4,0.01,181.806,4.557,-7.583,0.385
poly,3,15,0.1,4,0.1,152.212,4.47,-6.217,0.417
poly,3,15,0.1,4,0.5,45.517,3.967,-1.245,0.364
poly,3,15,0.1,4,0.8,27.303,3.134,-0.366,0.445
poly,3,15,0.01,1,0.01,11.19,2.424,0.445,0.707
poly,3,15,0.01,1,0.1,11.006,2.445,0.453,0.706
poly,3,15,0.01,1,0.5,8.315,2.298,0.584,0.766
poly,3,15,0.01,1,0.8,9.084,2.326,0.543,0.74
poly,3,15,0.01,2,0.01,12.139,2.491,0.399,0.694
poly,3,15,0.01,2,0.1,11.745,2.497,0.417,0.691
poly,3,15,0.01,2,0.5,8.717,2.34,0.563,0.753
poly,3,15,0.01,2,0.8,9.093,2.339,0.542,0.74
poly,3,15,0.01,3,0.01,13.311,2.591,0.338,0.673
poly,3,15,0.01,3,0.1,12.507,2.574,0.376,0.675
poly,3,15,0.01,3,0.5,8.823,2.352,0.556,0.75
poly,3,15,0.01,3,0.8,9.255,2.356,0.534,0.738
poly,3,15,0.01,4,0.01,14.574,2.68,0.27,0.654
poly,3,15,0.01,4,0.1,13.279,2.627,0.334,0.665
poly,3,15,0.01,4,0.5,8.667,2.342,0.564,0.754
poly,3,15,0.01,4,0.8,9.521,2.383,0.52,0.733
poly,3,15,0.001,1,0.01,9.753,2.434,0.508,0.719
poly,3,15,0.001,1,0.1,9.756,2.456,0.508,0.718
poly,3,15,0.001,1,0.5,9.456,2.438,0.525,0.735
poly,3,15,0.001,1,0.8,9.24,2.411,0.536,0.74
poly,3,15,0.001,2,0.01,9.933,2.463,0.498,0.713
poly,3,15,0.001,2,0.1,10.11,2.482,0.489,0.708
poly,3,15,0.001,2,0.5,9.47,2.435,0.524,0.729
poly,3,15,0.001,2,0.8,9.237,2.394,0.535,0.738
poly,3,15,0.001,3,0.01,9.964,2.465,0.497,0.713
poly,3,15,0.001,3,0.1,10.086,2.479,0.491,0.71
poly,3,15,0.001,3,0.5,9.463,2.433,0.524,0.728
poly,3,15,0.001,3,0.8,9.401,2.404,0.527,0.733
poly,3,15,0.001,4,0.01,9.931,2.459,0.498,0.715
poly,3,15,0.001,4,0.1,9.995,2.47,0.495,0.712
poly,3,15,0.001,4,0.5,9.47,2.434,0.524,0.727
poly,3,15,0.001,4,0.8,9.479,2.409,0.523,0.731
