kernel,degree,C,gamma,coef0,epsilon,MSE,MAE,R^2-Score,PCC
poly,3,1,0.001,2,0.01,9.524,2.434,0.481,0.74
poly,3,1,0.001,2,0.1,9.557,2.438,0.482,0.742
poly,3,1,0.001,2,0.5,9.622,2.453,0.49,0.746
poly,3,1,0.001,2,0.8,10.085,2.509,0.476,0.743
poly,3,1,0.001,3,0.01,9.698,2.452,0.46,0.733
poly,3,1,0.001,3,0.1,9.532,2.433,0.472,0.74
poly,3,1,0.001,3,0.5,9.67,2.447,0.482,0.738
poly,3,1,0.001,3,0.8,9.217,2.416,0.502,0.749
poly,3,1,0.001,4,0.01,9.787,2.457,0.451,0.731
poly,3,1,0.001,4,0.1,9.542,2.438,0.467,0.739
poly,3,1,0.001,4,0.5,9.817,2.461,0.471,0.733
poly,3,1,0.001,4,0.8,9.086,2.387,0.504,0.751
poly,3,5,0.1,1,0.01,33.319,3.664,-1.048,0.407
poly,3,5,0.1,1,0.1,33.274,3.537,-1.023,0.436
poly,3,5,0.1,1,0.5,27.132,3.229,-0.563,0.461
poly,3,5,0.1,1,0.8,16.245,2.916,0.036,0.574
poly,3,5,0.1,2,0.01,32.449,3.651,-0.997,0.41
poly,3,5,0.1,2,0.1,33.52,3.562,-1.037,0.435
poly,3,5,0.1,2,0.5,28.646,3.259,-0.651,0.454
poly,3,5,0.1,2,0.8,16.83,2.982,0.019,0.55
poly,3,5,0.1,3,0.01,32.293,3.654,-0.989,0.411
poly,3,5,0.1,3,0.1,33.671,3.574,-1.048,0.434
poly,3,5,0.1,3,0.5,29.514,3.271,-0.697,0.452
poly,3,5,0.1,3,0.8,17.154,3.0,0.002,0.545
poly,3,5,0.1,4,0.01,32.243,3.656,-0.987,0.412
poly,3,5,0.1,4,0.1,33.663,3.58,-1.049,0.434
poly,3,5,0.1,4,0.5,29.988,3.279,-0.723,0.45
poly,3,5,0.1,4,0.8,17.315,3.011,-0.007,0.542
poly,3,5,0.01,1,0.01,8.664,2.317,0.502,0.753
poly,3,5,0.01,1,0.1,8.921,2.356,0.488,0.747
poly,3,5,0.01,1,0.5,8.791,2.399,0.508,0.754
poly,3,5,0.01,1,0.8,8.819,2.38,0.504,0.751
poly,3,5,0.01,2,0.01,8.689,2.31,0.497,0.754
poly,3,5,0.01,2,0.1,8.937,2.349,0.48,0.745
poly,3,5,0.01,2,0.5,8.644,2.372,0.51,0.75
poly,3,5,0.01,2,0.8,8.878,2.39,0.505,0.75
poly,3,5,0.01,3,0.01,8.869,2.336,0.483,0.751
poly,3,5,0.01,3,0.1,9.099,2.366,0.469,0.742
poly,3,5,0.01,3,0.5,8.719,2.372,0.503,0.744
poly,3,5,0.01,3,0.8,8.887,2.393,0.505,0.749
poly,3,5,0.01,4,0.01,9.198,2.377,0.464,0.742
poly,3,5,0.01,4,0.1,9.402,2.408,0.449,0.733
poly,3,5,0.01,4,0.5,8.782,2.371,0.497,0.742
poly,3,5,0.01,4,0.8,8.813,2.384,0.508,0.75
poly,3,5,0.001,1,0.01,9.497,2.438,0.477,0.739
poly,3,5,0.001,1,0.1,9.553,2.441,0.477,0.741
poly,3,5,0.001,1,0.5,9.587,2.445,0.489,0.744
poly,3,5,0.001,1,0.8,9.831,2.486,0.485,0.744
poly,3,5,0.001,2,0.01,9.785,2.457,0.449,0.73
poly,3,5,0.001,2,0.1,9.492,2.436,0.469,0.74
poly,3,5,0.001,2,0.5,9.882,2.473,0.466,0.732
poly,3,5,0.001,2,0.8,9.004,2.377,0.507,0.752
poly,3,5,0.001,3,0.01,9.838,2.461,0.443,0.73
poly,3,5,0.001,3,0.1,9.421,2.426,0.47,0.739
poly,3,5,0.001,3,0.5,9.918,2.475,0.462,0.732
poly,3,5,0.001,3,0.8,8.997,2.378,0.503,0.751
poly,3,5,0.001,4,0.01,9.824,2.456,0.442,0.73
poly,3,5,0.001,4,0.1,9.403,2.42,0.47,0.739
poly,3,5,0.001,4,0.5,9.955,2.477,0.46,0.731
poly,3,5,0.001,4,0.8,9.096,2.39,0.496,0.749
poly,3,10,0.1,1,0.01,51.219,4.214,-2.216,0.368
poly,3,10,0.1,1,0.1,52.947,4.078,-2.313,0.399
poly,3,10,0.1,1,0.5,54.609,3.807,-2.135,0.372
poly,3,10,0.1,1,0.8,17.153,2.979,-0.018,0.554
poly,3,10,0.1,2,0.01,50.737,4.214,-2.18,0.368
poly,3,10,0.1,2,0.1,52.904,4.083,-2.313,0.401
poly,3,10,0.1,2,0.5,56.294,3.843,-2.223,0.365
poly,3,10,0.1,2,0.8,17.698,3.027,-0.039,0.537
poly,3,10,0.1,3,0.01,50.275,4.209,-2.148,0.368
poly,3,10,0.1,3,0.1,52.861,4.082,-2.309,0.401
poly,3,10,0.1,3,0.5,56.928,3.853,-2.257,0.364
poly,3,10,0.1,3,0.8,17.943,3.041,-0.051,0.533
poly,3,10,0.1,4,0.01,50.306,4.21,-2.148,0.368
poly,3,10,0.1,4,0.1,52.939,4.083,-2.312,0.401
poly,3,10,0.1,4,0.5,57.43,3.859,-2.283,0.364
poly,3,10,0.1,4,0.8,18.193,3.055,-0.065,0.53
poly,3,10,0.01,1,0.01,8.684,2.312,0.498,0.754
poly,3,10,0.01,1,0.1,8.944,2.352,0.48,0.745
poly,3,10,0.01,1,0.5,8.687,2.378,0.509,0.749
poly,3,10,0.01,1,0.8,8.867,2.388,0.506,0.75
poly,3,10,0.01,2,0.01,9.187,2.376,0.464,0.742
poly,3,10,0.01,2,0.1,9.362,2.404,0.452,0.733
poly,3,10,0.01,2,0.5,8.798,2.375,0.497,0.741
poly,3,10,0.01,2,0.8,8.794,2.384,0.509,0.75
poly,3,10,0.01,3,0.01,9.584,2.42,0.442,0.73
poly,3,10,0.01,3,0.1,9.835,2.45,0.422,0.719
poly,3,10,0.01,3,0.5,8.855,2.371,0.492,0.739
poly,3,10,0.01,3,0.8,8.915,2.384,0.503,0.746
poly,3,10,0.01,4,0.01,9.815,2.443,0.43,0.724
poly,3,10,0.01,4,0.1,9.91,2.46,0.419,0.718
poly,3,10,0.01,4,0.5,9.075,2.406,0.479,0.732
poly,3,10,0.01,4,0.8,9.244,2.417,0.486,0.737
poly,3,10,0.001,1,0.01,9.678,2.447,0.459,0.734
poly,3,10,0.001,1,0.1,9.433,2.426,0.475,0.741
poly,3,10,0.001,1,0.5,9.661,2.448,0.481,0.738
poly,3,10,0.001,1,0.8,9.19,2.408,0.502,0.75
poly,3,10,0.001,2,0.01,9.836,2.458,0.443,0.73
poly,3,10,0.001,2,0.1,9.435,2.427,0.47,0.74
poly,3,10,0.001,2,0.5,9.9,2.473,0.463,0.732
poly,3,10,0.001,2,0.8,8.988,2.376,0.503,0.751
poly,3,10,0.001,3,0.01,9.785,2.452,0.444,0.731
poly,3,10,0.001,3,0.1,9.378,2.415,0.471,0.74
poly,3,10,0.001,3,0.5,9.837,2.464,0.466,0.734
poly,3,10,0.001,3,0.8,9.083,2.392,0.497,0.749
poly,3,10,0.001,4,0.01,9.794,2.453,0.442,0.732
poly,3,10,0.001,4,0.1,9.38,2.41,0.469,0.74
poly,3,10,0.001,4,0.5,9.838,2.46,0.467,0.735
poly,3,10,0.001,4,0.8,9.168,2.399,0.491,0.747
poly,3,15,0.1,1,0.01,72.269,4.582,-3.645,0.352
poly,3,15,0.1,1,0.1,61.625,4.343,-2.864,0.378
poly,3,15,0.1,1,0.5,78.422,4.134,-3.509,0.34
poly,3,15,0.1,1,0.8,17.353,3.006,-0.032,0.545
poly,3,15,0.1,2,0.01,71.883,4.591,-3.611,0.351
poly,3,15,0.1,2,0.1,61.308,4.349,-2.84,0.378
poly,3,15,0.1,2,0.5,79.429,4.144,-3.563,0.336
poly,3,15,0.1,2,0.8,18.095,3.059,-0.065,0.527
poly,3,15,0.1,3,0.01,71.757,4.597,-3.599,0.35
poly,3,15,0.1,3,0.1,61.223,4.352,-2.832,0.377
poly,3,15,0.1,3,0.5,79.415,4.143,-3.557,0.337
poly,3,15,0.1,3,0.8,18.622,3.081,-0.094,0.521
poly,3,15,0.1,4,0.01,71.514,4.598,-3.581,0.35
poly,3,15,0.1,4,0.1,61.279,4.354,-2.831,0.377
poly,3,15,0.1,4,0.5,79.506,4.144,-3.563,0.337
poly,3,15,0.1,4,0.8,18.998,3.094,-0.117,0.518
poly,3,15,0.01,1,0.01,8.859,2.334,0.484,0.75
poly,3,15,0.01,1,0.1,9.12,2.37,0.468,0.74
poly,3,15,0.01,1,0.5,8.708,2.37,0.505,0.745
poly,3,15,0.01,1,0.8,8.825,2.387,0.509,0.75
poly,3,15,0.01,2,0.01,9.566,2.416,0.443,0.73
poly,3,15,0.01,2,0.1,9.844,2.448,0.422,0.718
poly,3,15,0.01,2,0.5,8.903,2.376,0.49,0.737
poly,3,15,0.01,2,0.8,8.908,2.383,0.503,0.746
poly,3,15,0.01,3,0.01,9.979,2.457,0.422,0.718
poly,3,15,0.01,3,0.1,10.004,2.464,0.415,0.717
poly,3,15,0.01,3,0.5,9.216,2.425,0.471,0.728
poly,3,15,0.01,3,0.8,9.415,2.439,0.477,0.732
poly,3,15,0.01,4,0.01,10.371,2.496,0.401,0.706
poly,3,15,0.01,4,0.1,10.353,2.493,0.393,0.712
poly,3,15,0.01,4,0.5,9.448,2.455,0.458,0.724
poly,3,15,0.01,4,0.8,9.96,2.497,0.443,0.716
poly,3,15,0.001,1,0.01,9.709,2.447,0.455,0.733
poly,3,15,0.001,1,0.1,9.455,2.43,0.473,0.74
poly,3,15,0.001,1,0.5,9.736,2.458,0.476,0.736
poly,3,15,0.001,1,0.8,9.065,2.387,0.505,0.752
poly,3,15,0.001,2,0.01,9.764,2.451,0.445,0.731
poly,3,15,0.001,2,0.1,9.365,2.414,0.472,0.74
poly,3,15,0.001,2,0.5,9.849,2.467,0.465,0.734
poly,3,15,0.001,2,0.8,9.032,2.385,0.5,0.75
poly,3,15,0.001,3,0.01,9.772,2.449,0.444,0.732
poly,3,15,0.001,3,0.1,9.377,2.409,0.469,0.74
poly,3,15,0.001,3,0.5,9.826,2.46,0.467,0.735
poly,3,15,0.001,3,0.8,9.154,2.398,0.491,0.747
poly,3,15,0.001,4,0.01,9.72,2.446,0.444,0.733
poly,3,15,0.001,4,0.1,9.391,2.409,0.467,0.739
poly,3,15,0.001,4,0.5,9.739,2.45,0.471,0.738
poly,3,15,0.001,4,0.8,9.178,2.399,0.489,0.745
